year,date,league,playoffs,cross_region,team_a,team_b,score,k_eff,a_before,a_after,b_before,b_after
2014,2014-01-14,EU LCS,False,False,Fnatic,Gambit Gaming,1-0,28.0,1500.0,1514.0,1500.0,1486.0
2014,2014-01-14,EU LCS,False,False,Alliance,Copenhagen Wolves,0-1,28.0,1500.0,1486.0,1500.0,1514.0
2014,2014-01-14,EU LCS,False,False,Alliance,Fnatic,0-1,28.0,1486.0,1473.1,1514.0,1526.9
2014,2014-01-14,EU LCS,False,False,Copenhagen Wolves,Gambit Gaming,0-1,28.0,1514.0,1498.9,1486.0,1501.1
2014,2014-01-14,EU LCS,False,False,Millenium,SK Gaming,1-0,28.0,1500.0,1514.0,1500.0,1486.0
2014,2014-01-15,EU LCS,False,False,Alliance,SUPA HOT CREW,0-1,28.0,1473.1,1460.2,1500.0,1512.9
2014,2014-01-15,EU LCS,False,False,Fnatic,SK Gaming,1-0,28.0,1526.9,1539.2,1486.0,1473.6
2014,2014-01-15,EU LCS,False,False,Copenhagen Wolves,SK Gaming,0-1,28.0,1498.9,1483.9,1473.6,1488.7
2014,2014-01-15,EU LCS,False,False,Millenium,Team ROCCAT,0-1,28.0,1514.0,1499.4,1500.0,1514.6
2014,2014-01-16,EU LCS,False,False,SK Gaming,SUPA HOT CREW,1-0,28.0,1488.7,1503.6,1512.9,1497.9
2014,2014-01-16,EU LCS,False,False,Gambit Gaming,SUPA HOT CREW,1-0,28.0,1501.1,1515.0,1497.9,1484.1
2014,2014-01-16,EU LCS,False,False,Alliance,Team ROCCAT,0-1,28.0,1460.2,1448.4,1514.6,1526.4
2014,2014-01-17,NA LCS,False,False,Cloud9,TSM,1-0,28.0,1500.0,1514.0,1500.0,1486.0
2014,2014-01-17,NA LCS,False,False,Evil Geniuses,XDG Gaming,0-1,28.0,1500.0,1486.0,1500.0,1514.0
2014,2014-01-17,NA LCS,False,False,Team Coast,Team Curse,0-1,28.0,1500.0,1486.0,1500.0,1514.0
2014,2014-01-17,NA LCS,False,False,Cloud9,XDG Gaming,1-0,28.0,1514.0,1528.0,1514.0,1500.0
2014,2014-01-18,NA LCS,False,False,Evil Geniuses,TSM,0-1,28.0,1486.0,1472.0,1486.0,1500.0
2014,2014-01-18,NA LCS,False,False,Counter Logic Gaming,Dignitas,1-0,28.0,1500.0,1514.0,1500.0,1486.0
2014,2014-01-18,NA LCS,False,False,Team Curse,XDG Gaming,1-0,28.0,1514.0,1527.4,1500.0,1486.6
2014,2014-01-18,NA LCS,False,False,Cloud9,Counter Logic Gaming,1-0,28.0,1528.0,1541.4,1514.0,1500.6
2014,2014-01-18,NA LCS,False,False,Dignitas,TSM,0-1,28.0,1486.0,1472.6,1500.0,1513.4
2014,2014-01-18,NA LCS,False,False,Counter Logic Gaming,Evil Geniuses,0-1,28.0,1500.6,1485.4,1472.0,1487.1
2014,2014-01-18,NA LCS,False,False,Dignitas,Team Coast,1-0,28.0,1472.6,1487.1,1486.0,1471.5
2014,2014-01-19,NA LCS,False,False,Counter Logic Gaming,Team Curse,1-0,28.0,1485.4,1501.1,1527.4,1511.8
2014,2014-01-19,NA LCS,False,False,Cloud9,Dignitas,0-1,28.0,1541.4,1525.3,1487.1,1503.3
2014,2014-01-19,NA LCS,False,False,Evil Geniuses,Team Coast,0-1,28.0,1487.1,1472.5,1471.5,1486.1
2014,2014-01-19,NA LCS,False,False,TSM,Team Curse,1-0,28.0,1513.4,1527.4,1511.8,1497.8
2014,2014-01-19,NA LCS,False,False,Team Coast,XDG Gaming,1-0,28.0,1486.1,1500.1,1486.6,1472.5
2014,2014-01-23,EU LCS,False,False,Alliance,Millenium,1-0,28.0,1448.4,1464.4,1499.4,1483.4
2014,2014-01-23,EU LCS,False,False,SUPA HOT CREW,Team ROCCAT,0-1,28.0,1484.1,1471.8,1526.4,1538.7
2014,2014-01-23,EU LCS,False,False,Copenhagen Wolves,Millenium,1-0,28.0,1483.9,1497.8,1483.4,1469.4
2014,2014-01-23,EU LCS,False,False,Gambit Gaming,SK Gaming,1-0,28.0,1515.0,1528.5,1503.6,1490.1
2014,2014-01-24,EU LCS,False,False,Alliance,Copenhagen Wolves,1-0,28.0,1464.4,1479.8,1497.8,1482.5
2014,2014-01-24,EU LCS,False,False,Gambit Gaming,Team ROCCAT,0-1,28.0,1528.5,1514.9,1538.7,1552.3
2014,2014-01-24,EU LCS,False,False,Fnatic,SUPA HOT CREW,1-0,28.0,1539.2,1550.5,1471.8,1460.5
2014,2014-01-24,EU LCS,False,False,Millenium,SK Gaming,1-0,28.0,1469.4,1484.2,1490.1,1475.3
2014,2014-01-25,NA LCS,False,False,Dignitas,XDG Gaming,1-0,28.0,1503.3,1516.0,1472.5,1459.8
2014,2014-01-25,NA LCS,False,False,Team Coast,Team Curse,0-1,28.0,1500.1,1486.0,1497.8,1511.9
2014,2014-01-25,NA LCS,False,False,Dignitas,Evil Geniuses,1-0,28.0,1516.0,1528.3,1472.5,1460.3
2014,2014-01-25,NA LCS,False,False,Counter Logic Gaming,TSM,0-1,28.0,1501.1,1488.2,1527.4,1540.3
2014,2014-01-26,NA LCS,False,False,Evil Geniuses,XDG Gaming,1-0,28.0,1460.3,1474.2,1459.8,1445.8
2014,2014-01-26,NA LCS,False,False,TSM,Team Coast,1-0,28.0,1540.3,1552.1,1486.0,1474.2
2014,2014-01-26,NA LCS,False,False,Cloud9,Team Curse,1-0,28.0,1525.3,1538.7,1511.9,1498.4
2014,2014-01-26,NA LCS,False,False,Counter Logic Gaming,Dignitas,0-1,28.0,1488.2,1475.8,1528.3,1540.7
2014,2014-01-30,EU LCS,False,False,Alliance,Gambit Gaming,0-1,28.0,1479.8,1467.2,1514.9,1527.5
2014,2014-01-30,EU LCS,False,False,Fnatic,Team ROCCAT,1-0,28.0,1550.5,1564.6,1552.3,1538.2
2014,2014-01-30,EU LCS,False,False,SK Gaming,SUPA HOT CREW,0-1,28.0,1475.3,1460.7,1460.5,1475.0
2014,2014-01-30,EU LCS,False,False,Copenhagen Wolves,Fnatic,0-1,28.0,1482.5,1471.7,1564.6,1575.4
2014,2014-01-31,EU LCS,False,False,Alliance,SK Gaming,0-1,28.0,1467.2,1452.9,1460.7,1474.9
2014,2014-01-31,EU LCS,False,False,Copenhagen Wolves,SUPA HOT CREW,0-1,28.0,1471.7,1457.9,1475.0,1488.9
2014,2014-01-31,EU LCS,False,False,SK Gaming,Team ROCCAT,1-0,28.0,1474.9,1491.4,1538.2,1521.7
2014,2014-01-31,EU LCS,False,False,Fnatic,Gambit Gaming,0-1,28.0,1575.4,1559.5,1527.5,1543.5
2014,2014-02-01,NA LCS,False,False,TSM,XDG Gaming,1-0,28.0,1552.1,1562.0,1445.8,1436.0
2014,2014-02-01,NA LCS,False,False,Cloud9,Team Coast,1-0,28.0,1538.7,1550.2,1474.2,1462.8
2014,2014-02-01,NA LCS,False,False,Counter Logic Gaming,Team Curse,1-0,28.0,1475.8,1490.7,1498.4,1483.5
2014,2014-02-01,NA LCS,False,False,Cloud9,Evil Geniuses,1-0,28.0,1550.2,1561.1,1474.2,1463.3
2014,2014-02-02,NA LCS,False,False,Counter Logic Gaming,XDG Gaming,0-1,28.0,1490.7,1474.5,1436.0,1452.1
2014,2014-02-02,NA LCS,False,False,Evil Geniuses,Team Curse,1-0,28.0,1463.3,1478.1,1483.5,1468.7
2014,2014-02-02,NA LCS,False,False,Counter Logic Gaming,Team Coast,1-0,28.0,1474.5,1488.0,1462.8,1449.2
2014,2014-02-02,NA LCS,False,False,Cloud9,TSM,0-1,28.0,1561.1,1547.2,1562.0,1576.0
2014,2014-02-06,EU LCS,False,False,Alliance,Fnatic,1-0,28.0,1452.9,1471.1,1559.5,1541.3
2014,2014-02-06,EU LCS,False,False,Millenium,Team ROCCAT,0-1,28.0,1484.2,1471.7,1521.7,1534.2
2014,2014-02-06,EU LCS,False,False,Copenhagen Wolves,Gambit Gaming,0-1,28.0,1457.9,1447.3,1543.5,1554.1
2014,2014-02-06,EU LCS,False,False,Millenium,SUPA HOT CREW,1-0,28.0,1471.7,1486.4,1488.9,1474.2
2014,2014-02-07,EU LCS,False,False,Copenhagen Wolves,SK Gaming,1-0,28.0,1447.3,1463.0,1491.4,1475.7
2014,2014-02-07,EU LCS,False,False,Gambit Gaming,SUPA HOT CREW,0-1,28.0,1554.1,1536.9,1474.2,1491.4
2014,2014-02-07,EU LCS,False,False,Fnatic,Team ROCCAT,0-1,28.0,1541.3,1527.0,1534.2,1548.5
2014,2014-02-07,EU LCS,False,False,Alliance,Millenium,1-0,28.0,1471.1,1485.7,1486.4,1471.8
2014,2014-02-08,NA LCS,False,False,Cloud9,XDG Gaming,1-0,28.0,1547.2,1557.4,1452.1,1441.9
2014,2014-02-08,NA LCS,False,False,Dignitas,Team Coast,1-0,28.0,1540.7,1551.1,1449.2,1438.8
2014,2014-02-08,NA LCS,False,False,Evil Geniuses,TSM,0-1,28.0,1478.1,1467.9,1576.0,1586.1
2014,2014-02-08,NA LCS,False,False,Dignitas,Team Curse,0-1,28.0,1551.1,1533.8,1468.7,1486.0
2014,2014-02-09,NA LCS,False,False,Counter Logic Gaming,Evil Geniuses,1-0,28.0,1488.0,1501.2,1467.9,1454.7
2014,2014-02-09,NA LCS,False,False,TSM,Team Curse,1-0,28.0,1586.1,1596.2,1486.0,1475.9
2014,2014-02-09,NA LCS,False,False,Cloud9,Team Coast,1-0,28.0,1557.4,1566.8,1438.8,1429.4
2014,2014-02-09,NA LCS,False,False,Dignitas,XDG Gaming,0-1,28.0,1533.8,1516.2,1441.9,1459.5
2014,2014-02-13,EU LCS,False,False,Fnatic,SK Gaming,0-1,28.0,1527.0,1511.0,1475.7,1491.7
2014,2014-02-13,EU LCS,False,False,Copenhagen Wolves,SUPA HOT CREW,0-1,28.0,1463.0,1450.2,1491.4,1504.2
2014,2014-02-13,EU LCS,False,False,Alliance,Team ROCCAT,0-1,28.0,1485.7,1474.2,1548.5,1560.0
2014,2014-02-13,EU LCS,False,False,Gambit Gaming,Millenium,1-0,28.0,1536.9,1548.3,1471.8,1460.4
2014,2014-02-14,EU LCS,False,False,Alliance,SUPA HOT CREW,0-1,28.0,1474.2,1461.4,1504.2,1517.0
2014,2014-02-14,EU LCS,False,False,Fnatic,Millenium,0-1,28.0,1511.0,1494.9,1460.4,1476.4
2014,2014-02-14,EU LCS,False,False,Copenhagen Wolves,Team ROCCAT,0-1,28.0,1450.2,1440.5,1560.0,1569.7
2014,2014-02-14,EU LCS,False,False,Gambit Gaming,SK Gaming,0-1,28.0,1548.3,1532.1,1491.7,1508.0
2014,2014-02-15,NA LCS,False,False,Cloud9,Counter Logic Gaming,0-1,28.0,1566.8,1550.2,1501.2,1517.8
2014,2014-02-15,NA LCS,False,False,Evil Geniuses,Team Curse,1-0,28.0,1454.7,1469.6,1475.9,1461.1
2014,2014-02-15,NA LCS,False,False,Team Coast,XDG Gaming,1-0,28.0,1429.4,1444.6,1459.5,1444.3
2014,2014-02-15,NA LCS,False,False,Dignitas,TSM,0-1,28.0,1516.2,1505.4,1596.2,1607.0
2014,2014-02-16,NA LCS,False,False,Team Curse,XDG Gaming,1-0,28.0,1461.1,1474.4,1444.3,1431.0
2014,2014-02-16,NA LCS,False,False,Cloud9,Dignitas,1-0,28.0,1550.2,1562.4,1505.4,1493.2
2014,2014-02-16,NA LCS,False,False,Evil Geniuses,Team Coast,0-1,28.0,1469.6,1454.6,1444.6,1459.6
2014,2014-02-16,NA LCS,False,False,Counter Logic Gaming,TSM,0-1,28.0,1517.8,1507.3,1607.0,1617.5
2014,2014-02-20,EU LCS,False,False,Copenhagen Wolves,Millenium,1-0,28.0,1440.5,1455.9,1476.4,1461.0
2014,2014-02-20,EU LCS,False,False,Gambit Gaming,Team ROCCAT,0-1,28.0,1532.1,1519.6,1569.7,1582.2
2014,2014-02-20,EU LCS,False,False,Fnatic,SUPA HOT CREW,0-1,28.0,1494.9,1481.8,1517.0,1530.1
2014,2014-02-20,EU LCS,False,False,Alliance,SK Gaming,1-0,28.0,1461.4,1477.3,1508.0,1492.1
2014,2014-02-21,EU LCS,False,False,Copenhagen Wolves,Fnatic,1-0,28.0,1455.9,1470.9,1481.8,1466.8
2014,2014-02-21,EU LCS,False,False,Gambit Gaming,SUPA HOT CREW,1-0,28.0,1519.6,1534.0,1530.1,1515.7
2014,2014-02-21,EU LCS,False,False,SK Gaming,Team ROCCAT,1-0,28.0,1492.1,1509.7,1582.2,1564.6
2014,2014-02-21,EU LCS,False,False,Alliance,Millenium,0-1,28.0,1477.3,1462.6,1461.0,1475.6
2014,2014-02-22,NA LCS,False,False,Dignitas,Evil Geniuses,0-1,28.0,1493.2,1477.6,1454.6,1470.1
2014,2014-02-22,NA LCS,False,False,TSM,Team Coast,0-1,28.0,1617.5,1597.5,1459.6,1479.6
2014,2014-02-22,NA LCS,False,False,Cloud9,Team Curse,1-0,28.0,1562.4,1573.0,1474.4,1463.9
2014,2014-02-22,NA LCS,False,False,Counter Logic Gaming,XDG Gaming,1-0,28.0,1507.3,1518.3,1431.0,1420.0
2014,2014-02-23,NA LCS,False,False,Cloud9,Evil Geniuses,1-0,28.0,1573.0,1582.9,1470.1,1460.1
2014,2014-02-23,NA LCS,False,False,TSM,Team Curse,1-0,28.0,1597.5,1606.4,1463.9,1455.0
2014,2014-02-23,NA LCS,False,False,Counter Logic Gaming,Team Coast,1-0,28.0,1518.3,1530.8,1479.6,1467.2
2014,2014-02-23,NA LCS,False,False,Dignitas,XDG Gaming,1-0,28.0,1477.6,1489.3,1420.0,1408.3
2014,2014-02-27,EU LCS,False,False,Alliance,Fnatic,1-0,28.0,1462.6,1476.8,1466.8,1452.6
2014,2014-02-27,EU LCS,False,False,SK Gaming,SUPA HOT CREW,1-0,28.0,1509.7,1523.9,1515.7,1501.5
2014,2014-02-27,EU LCS,False,False,Gambit Gaming,Millenium,1-0,28.0,1534.0,1545.7,1475.6,1464.0
2014,2014-02-27,EU LCS,False,False,Copenhagen Wolves,Team ROCCAT,1-0,28.0,1470.9,1488.6,1564.6,1546.9
2014,2014-02-28,EU LCS,False,False,Fnatic,Gambit Gaming,1-0,28.0,1452.6,1470.3,1545.7,1528.0
2014,2014-02-28,EU LCS,False,False,Copenhagen Wolves,Millenium,1-0,28.0,1488.6,1501.6,1464.0,1451.0
2014,2014-02-28,EU LCS,False,False,Alliance,SK Gaming,0-1,28.0,1476.8,1464.7,1523.9,1536.0
2014,2014-02-28,EU LCS,False,False,SUPA HOT CREW,Team ROCCAT,1-0,28.0,1501.5,1517.3,1546.9,1531.1
2014,2014-03-01,NA LCS,False,False,Cloud9,XDG Gaming,0-1,28.0,1582.9,1562.4,1408.3,1428.8
2014,2014-03-01,NA LCS,False,False,Counter Logic Gaming,Team Curse,1-0,28.0,1530.8,1541.8,1455.0,1444.0
2014,2014-03-01,NA LCS,False,False,Dignitas,TSM,0-1,28.0,1489.3,1479.9,1606.4,1615.9
2014,2014-03-01,NA LCS,False,False,Evil Geniuses,Team Coast,0-1,28.0,1460.1,1446.4,1467.2,1480.9
2014,2014-03-02,NA LCS,False,False,Cloud9,TSM,1-0,28.0,1562.4,1578.6,1615.9,1599.7
2014,2014-03-02,NA LCS,False,False,Dignitas,Evil Geniuses,1-0,28.0,1479.9,1492.5,1446.4,1433.8
2014,2014-03-02,NA LCS,False,False,Counter Logic Gaming,XDG Gaming,1-0,28.0,1541.8,1551.4,1428.8,1419.2
2014,2014-03-02,NA LCS,False,False,Team Coast,Team Curse,1-0,28.0,1480.9,1493.4,1444.0,1431.5
2014,2014-03-04,EU LCS,False,False,Copenhagen Wolves,Fnatic,1-0,28.0,1501.6,1514.4,1470.3,1457.5
2014,2014-03-04,EU LCS,False,False,Gambit Gaming,Team ROCCAT,0-1,28.0,1528.0,1514.1,1531.1,1545.0
2014,2014-03-04,EU LCS,False,False,Millenium,SK Gaming,0-1,28.0,1451.0,1440.3,1536.0,1546.7
2014,2014-03-04,EU LCS,False,False,Alliance,SUPA HOT CREW,1-0,28.0,1464.7,1480.8,1517.3,1501.2
2014,2014-03-04,EU LCS,False,False,Millenium,Team ROCCAT,1-0,28.0,1440.3,1458.4,1545.0,1526.9
2014,2014-03-05,EU LCS,False,False,Gambit Gaming,SK Gaming,1-0,28.0,1514.1,1529.4,1546.7,1531.4
2014,2014-03-05,EU LCS,False,False,Alliance,Copenhagen Wolves,1-0,28.0,1480.8,1496.1,1514.4,1499.0
2014,2014-03-05,EU LCS,False,False,Fnatic,SUPA HOT CREW,1-0,28.0,1457.5,1473.3,1501.2,1485.4
2014,2014-03-05,EU LCS,False,False,Copenhagen Wolves,Gambit Gaming,0-1,28.0,1499.0,1486.2,1529.4,1542.2
2014,2014-03-05,EU LCS,False,False,Alliance,Team ROCCAT,1-0,28.0,1496.1,1511.4,1526.9,1511.7
2014,2014-03-05,EU LCS,False,False,Fnatic,Millenium,1-0,28.0,1473.3,1486.7,1458.4,1445.0
2014,2014-03-06,EU LCS,False,False,Alliance,Gambit Gaming,1-0,28.0,1511.4,1526.6,1542.2,1527.0
2014,2014-03-06,EU LCS,False,False,SK Gaming,Team ROCCAT,1-0,28.0,1531.4,1544.6,1511.7,1498.5
2014,2014-03-06,EU LCS,False,False,Millenium,SUPA HOT CREW,1-0,28.0,1445.0,1460.6,1485.4,1469.8
2014,2014-03-06,EU LCS,False,False,Fnatic,SK Gaming,0-1,28.0,1486.7,1475.0,1544.6,1556.3
2014,2014-03-06,EU LCS,False,False,Copenhagen Wolves,SUPA HOT CREW,1-0,28.0,1486.2,1499.6,1469.8,1456.5
2014,2014-03-07,NA LCS,False,False,Cloud9,Evil Geniuses,1-0,28.0,1578.6,1587.0,1433.8,1425.3
2014,2014-03-07,NA LCS,False,False,TSM,Team Coast,1-0,28.0,1599.7,1609.6,1493.4,1483.5
2014,2014-03-07,NA LCS,False,False,Counter Logic Gaming,Dignitas,1-0,28.0,1551.4,1563.0,1492.5,1480.9
2014,2014-03-07,NA LCS,False,False,Team Curse,XDG Gaming,1-0,28.0,1431.5,1445.0,1419.2,1405.7
2014,2014-03-08,NA LCS,False,False,Dignitas,Team Coast,1-0,28.0,1480.9,1495.0,1483.5,1469.4
2014,2014-03-08,NA LCS,False,False,Counter Logic Gaming,TSM,0-1,28.0,1563.0,1550.9,1609.6,1621.7
2014,2014-03-08,NA LCS,False,False,Evil Geniuses,XDG Gaming,1-0,28.0,1425.3,1438.5,1405.7,1392.5
2014,2014-03-08,NA LCS,False,False,Cloud9,Team Curse,1-0,28.0,1587.0,1595.6,1445.0,1436.4
2014,2014-03-08,NA LCS,False,False,Evil Geniuses,TSM,0-1,28.0,1438.5,1431.3,1621.7,1628.9
2014,2014-03-09,NA LCS,False,False,Team Coast,XDG Gaming,0-1,28.0,1469.4,1452.4,1392.5,1409.5
2014,2014-03-09,NA LCS,False,False,Cloud9,Dignitas,1-0,28.0,1595.6,1605.7,1495.0,1484.9
2014,2014-03-09,NA LCS,False,False,TSM,XDG Gaming,1-0,28.0,1628.9,1635.1,1409.5,1403.4
2014,2014-03-09,NA LCS,False,False,Counter Logic Gaming,Team Coast,1-0,28.0,1550.9,1561.0,1452.4,1442.3
2014,2014-03-09,NA LCS,False,False,Dignitas,Team Curse,0-1,28.0,1484.9,1469.0,1436.4,1452.3
2014,2014-03-09,NA LCS,False,False,Cloud9,Counter Logic Gaming,1-0,28.0,1605.7,1617.9,1561.0,1548.8
2014,2014-03-09,NA LCS,False,False,Evil Geniuses,Team Curse,0-1,28.0,1431.3,1418.1,1452.3,1465.5
2014,2014-03-20,EU LCS,False,False,Alliance,Gambit Gaming,1-0,28.0,1526.6,1540.6,1527.0,1513.0
2014,2014-03-20,EU LCS,False,False,Millenium,SUPA HOT CREW,0-1,28.0,1460.6,1446.5,1456.5,1470.7
2014,2014-03-20,EU LCS,False,False,Fnatic,Team ROCCAT,1-0,28.0,1475.0,1489.9,1498.5,1483.5
2014,2014-03-20,EU LCS,False,False,Copenhagen Wolves,SK Gaming,0-1,28.0,1499.6,1487.9,1556.3,1568.0
2014,2014-03-21,EU LCS,False,False,Gambit Gaming,Millenium,1-0,28.0,1513.0,1524.3,1446.5,1435.1
2014,2014-03-21,EU LCS,False,False,SK Gaming,Team ROCCAT,0-1,28.0,1568.0,1550.7,1483.5,1500.9
2014,2014-03-21,EU LCS,False,False,Alliance,SUPA HOT CREW,1-0,28.0,1540.6,1551.8,1470.7,1459.4
2014,2014-03-21,EU LCS,False,False,Copenhagen Wolves,Fnatic,0-1,28.0,1487.9,1473.9,1489.9,1503.9
2014,2014-03-22,NA LCS,False,False,TSM,XDG Gaming,1-0,28.0,1635.1,1640.9,1403.4,1397.5
2014,2014-03-22,NA LCS,False,False,Dignitas,Team Curse,0-1,28.0,1469.0,1454.8,1465.5,1479.6
2014,2014-03-22,NA LCS,False,False,Cloud9,Team Coast,1-0,28.0,1617.9,1625.4,1442.3,1434.8
2014,2014-03-22,NA LCS,False,False,Counter Logic Gaming,Evil Geniuses,1-0,28.0,1548.8,1557.8,1418.1,1409.1
2014,2014-03-23,NA LCS,False,False,Dignitas,TSM,0-1,28.0,1454.8,1447.7,1640.9,1648.1
2014,2014-03-23,NA LCS,False,False,Counter Logic Gaming,Team Coast,1-0,28.0,1557.8,1567.0,1434.8,1425.5
2014,2014-03-23,NA LCS,False,False,Team Curse,XDG Gaming,0-1,28.0,1479.6,1462.4,1397.5,1414.8
2014,2014-03-23,NA LCS,False,False,Cloud9,Evil Geniuses,1-0,28.0,1625.4,1631.6,1409.1,1402.9
2014,2014-03-27,EU LCS,False,False,Copenhagen Wolves,Millenium,1-0,28.0,1473.9,1486.4,1435.1,1422.7
2014,2014-03-27,EU LCS,False,False,Alliance,Team ROCCAT,1-0,28.0,1551.8,1563.8,1500.9,1488.9
2014,2014-03-27,EU LCS,False,False,Fnatic,SUPA HOT CREW,1-0,28.0,1503.9,1516.1,1459.4,1447.2
2014,2014-03-28,EU LCS,False,False,Alliance,SK Gaming,1-0,28.0,1563.8,1577.3,1550.7,1537.2
2014,2014-03-28,EU LCS,False,False,Gambit Gaming,SUPA HOT CREW,0-1,28.0,1524.3,1507.3,1447.2,1464.3
2014,2014-03-28,EU LCS,False,False,Fnatic,Millenium,1-0,28.0,1516.1,1526.4,1422.7,1412.4
2014,2014-03-28,EU LCS,False,False,Copenhagen Wolves,Team ROCCAT,0-1,28.0,1486.4,1472.5,1488.9,1502.8
2014,2014-03-28,EU LCS,False,False,Gambit Gaming,SK Gaming,0-1,28.0,1507.3,1494.5,1537.2,1550.0
2014,2014-03-29,NA LCS,False,False,Dignitas,Evil Geniuses,1-0,28.0,1447.7,1459.9,1402.9,1390.7
2014,2014-03-29,NA LCS,False,False,Counter Logic Gaming,TSM,1-0,28.0,1567.0,1584.2,1648.1,1630.9
2014,2014-03-29,NA LCS,False,False,Team Coast,XDG Gaming,1-0,28.0,1425.5,1439.1,1414.8,1401.2
2014,2014-03-29,NA LCS,False,False,Cloud9,Team Curse,1-0,28.0,1631.6,1639.3,1462.4,1454.7
2014,2014-03-30,NA LCS,False,False,Counter Logic Gaming,XDG Gaming,1-0,28.0,1584.2,1591.5,1401.2,1394.0
2014,2014-03-30,NA LCS,False,False,TSM,Team Curse,1-0,28.0,1630.9,1638.3,1454.7,1447.3
2014,2014-03-30,NA LCS,False,False,Cloud9,Dignitas,1-0,28.0,1639.3,1646.6,1459.9,1452.6
2014,2014-03-30,NA LCS,False,False,Evil Geniuses,Team Coast,0-1,28.0,1390.7,1378.6,1439.1,1451.2
2014,2014-04-01,EU LCS,False,False,Alliance,Fnatic,0-1,28.0,1577.3,1561.2,1526.4,1542.4
2014,2014-04-01,EU LCS,False,False,SUPA HOT CREW,Team ROCCAT,0-1,28.0,1464.3,1451.8,1502.8,1515.2
2014,2014-04-01,EU LCS,False,False,Fnatic,SK Gaming,0-1,28.0,1542.4,1528.7,1550.0,1563.7
2014,2014-04-01,EU LCS,False,False,Millenium,SUPA HOT CREW,1-0,28.0,1412.4,1427.9,1451.8,1436.2
2014,2014-04-01,EU LCS,False,False,Copenhagen Wolves,Gambit Gaming,1-0,28.0,1472.5,1487.4,1494.5,1479.6
2014,2014-04-02,EU LCS,False,False,Alliance,Millenium,0-1,28.0,1561.2,1542.1,1427.9,1447.1
2014,2014-04-02,EU LCS,False,False,Gambit Gaming,Team ROCCAT,1-0,28.0,1479.6,1495.0,1515.2,1499.8
2014,2014-04-02,EU LCS,False,False,SK Gaming,SUPA HOT CREW,1-0,28.0,1563.7,1572.8,1436.2,1427.2
2014,2014-04-02,EU LCS,False,False,Millenium,Team ROCCAT,0-1,28.0,1447.1,1435.2,1499.8,1511.7
2014,2014-04-02,EU LCS,False,False,Copenhagen Wolves,SK Gaming,0-1,28.0,1487.4,1476.7,1572.8,1583.4
2014,2014-04-02,EU LCS,False,False,Fnatic,Gambit Gaming,1-0,28.0,1528.7,1541.4,1495.0,1482.4
2014,2014-04-03,EU LCS,False,False,Millenium,SK Gaming,0-1,28.0,1435.2,1426.8,1583.4,1591.8
2014,2014-04-03,EU LCS,False,False,Copenhagen Wolves,SUPA HOT CREW,1-0,28.0,1476.7,1488.8,1427.2,1415.1
2014,2014-04-03,EU LCS,False,False,Alliance,Gambit Gaming,1-0,28.0,1542.1,1553.7,1482.4,1470.7
2014,2014-04-03,EU LCS,False,False,Fnatic,Team ROCCAT,1-0,28.0,1541.4,1554.2,1511.7,1498.9
2014,2014-04-03,EU LCS,False,False,Alliance,Copenhagen Wolves,1-0,28.0,1553.7,1565.1,1488.8,1477.3
2014,2014-04-04,NA LCS,False,False,Cloud9,XDG Gaming,1-0,28.0,1646.6,1651.9,1394.0,1388.7
2014,2014-04-04,NA LCS,False,False,Team Coast,Team Curse,0-1,28.0,1451.2,1437.0,1447.3,1461.4
2014,2014-04-04,NA LCS,False,False,Cloud9,Counter Logic Gaming,1-0,28.0,1651.9,1663.5,1591.5,1579.9
2014,2014-04-04,NA LCS,False,False,Dignitas,Team Curse,1-0,28.0,1452.6,1466.9,1461.4,1447.1
2014,2014-04-04,NA LCS,False,False,Evil Geniuses,TSM,0-1,28.0,1378.6,1373.5,1638.3,1643.5
2014,2014-04-05,NA LCS,False,False,Dignitas,XDG Gaming,1-0,28.0,1466.9,1477.8,1388.7,1377.8
2014,2014-04-05,NA LCS,False,False,TSM,Team Coast,1-0,28.0,1643.5,1650.0,1437.0,1430.5
2014,2014-04-05,NA LCS,False,False,Counter Logic Gaming,Team Curse,0-1,28.0,1579.9,1560.8,1447.1,1466.2
2014,2014-04-05,NA LCS,False,False,Dignitas,Team Coast,0-1,28.0,1477.8,1461.9,1430.5,1446.4
2014,2014-04-05,NA LCS,False,False,Counter Logic Gaming,Evil Geniuses,1-0,28.0,1560.8,1567.9,1373.5,1366.4
2014,2014-04-06,NA LCS,False,False,Cloud9,TSM,1-0,28.0,1663.5,1677.0,1650.0,1636.5
2014,2014-04-06,NA LCS,False,False,Counter Logic Gaming,Dignitas,1-0,28.0,1567.9,1577.7,1461.9,1452.1
2014,2014-04-06,NA LCS,False,False,Evil Geniuses,Team Curse,1-0,28.0,1366.4,1384.3,1466.2,1448.3
2014,2014-04-06,NA LCS,False,False,TSM,XDG Gaming,0-1,28.0,1636.5,1613.7,1377.8,1400.6
2014,2014-04-06,NA LCS,False,False,Cloud9,Team Coast,1-0,28.0,1677.0,1682.9,1446.4,1440.5
2014,2014-04-06,NA LCS,False,False,Evil Geniuses,XDG Gaming,1-0,28.0,1384.3,1399.0,1400.6,1386.0
2014,2014-04-15,EU LCS,True,False,Alliance,Copenhagen Wolves,2-1,19.6,1565.1,1572.5,1477.3,1470.0
