year,date,league,playoffs,cross_region,team_a,team_b,score,k_eff,a_before,a_after,b_before,b_after
2017,2017-02-04,NA LCS,False,False,Counter Logic Gaming,TSM,1-2,19.6,1581.5,1572.0,1593.2,1602.7
2017,2017-02-04,NA LCS,False,False,Cloud9,Team EnVyUs,2-0,28.0,1615.0,1623.3,1466.4,1458.0
2017,2017-02-04,NA LCS,False,False,Echo Fox,Team Liquid,1-1,11.2,1428.4,1429.2,1482.2,1481.4
2017,2017-02-05,NA LCS,False,False,Echo Fox,Team Liquid,0-1,28.0,1429.2,1417.3,1481.4,1493.3
2017,2017-02-05,LCK,False,False,ROX Tigers,Samsung Galaxy,1-2,19.6,1647.2,1637.5,1650.2,1659.9
2017,2017-02-05,LCK,False,False,MVP,SK Telecom T1,0-2,28.0,1512.7,1506.3,1722.0,1728.4
2017,2017-02-05,CBLOL,False,False,Brave e-Sports,INTZ,0-2,28.0,1454.2,1444.8,1572.6,1582.0
2017,2017-02-05,CBLOL,False,False,Operation Kino e-Sports,Vivo Keyd,0-2,28.0,1503.5,1494.0,1619.2,1628.7
2017,2017-02-05,NA LCS,False,False,Counter Logic Gaming,Dignitas,2-0,28.0,1572.0,1581.2,1446.1,1437.0
2017,2017-02-05,NA LCS,False,False,Phoenix1,TSM,1-2,19.6,1512.7,1505.3,1602.7,1610.0
2017,2017-02-05,NA LCS,False,False,Cloud9,Echo Fox,2-0,28.0,1623.3,1629.9,1417.3,1410.8
2017,2017-02-05,NA LCS,False,False,FlyQuest,Immortals,1-0,28.0,1482.1,1498.0,1529.8,1513.9
2017,2017-02-06,NA LCS,False,False,FlyQuest,Immortals,1-0,28.0,1498.0,1512.6,1513.9,1499.2
2017,2017-02-07,LCK,False,False,DN SOOPers,ROX Tigers,2-1,19.6,1569.9,1581.6,1637.5,1625.8
2017,2017-02-07,LCK,False,False,Kongdoo Monster,Samsung Galaxy,0-2,28.0,1437.2,1431.1,1659.9,1666.0
2017,2017-02-08,LCK,False,False,Longzhu Gaming,bbq Olivers,2-0,28.0,1549.2,1562.2,1524.3,1511.3
2017,2017-02-08,LCK,False,False,Jin Air Green Wings,KT Rolster,0-2,28.0,1550.5,1540.9,1663.4,1673.0
2017,2017-02-09,LCK,False,False,Kongdoo Monster,MVP,1-2,19.6,1431.1,1423.4,1506.3,1514.0
2017,2017-02-09,LPL,False,False,I May,Snake Esports,0-2,28.0,1651.3,1635.7,1611.3,1626.9
2017,2017-02-09,LCK,False,False,DN SOOPers,SK Telecom T1,2-0,28.0,1581.6,1601.2,1728.4,1708.8
2017,2017-02-09,LPL,False,False,LGD Gaming,Oh My God,2-0,28.0,1561.3,1570.0,1424.3,1415.5
2017,2017-02-09,EU LCS,False,False,Giants Gaming,Unicorns of Love,0-2,28.0,1488.7,1482.1,1692.6,1699.3
2017,2017-02-09,EU LCS,False,False,G2 Esports,H2k-Gaming,2-1,19.6,1661.6,1672.3,1694.3,1683.6
2017,2017-02-10,LMS,False,False,Hong Kong Esports,J Team,0-2,28.0,1587.1,1572.1,1562.1,1577.1
2017,2017-02-10,LPL,False,False,EDward Gaming,Game Talents,2-1,19.6,1694.6,1699.6,1511.3,1506.2
2017,2017-02-10,LMS,False,False,Fireball,Machi Esports,1-2,19.6,1412.1,1405.7,1537.1,1543.6
2017,2017-02-10,LJL,False,False,DetonatioN FocusMe,SCARZ,2-0,28.0,1642.5,1651.9,1522.5,1513.2
2017,2017-02-10,LPL,False,False,QG Reapers,Vici Gaming,2-1,19.6,1436.3,1448.6,1528.0,1515.6
2017,2017-02-10,EU LCS,False,False,Misfits Gaming,Splyce,2-0,28.0,1494.9,1511.0,1546.7,1530.6
2017,2017-02-10,EU LCS,False,False,Fnatic,Team Vitality,2-1,19.6,1591.1,1600.1,1560.9,1551.9
2017,2017-02-10,NA LCS,False,False,Cloud9,Team Liquid,1-0,28.0,1629.9,1638.6,1493.3,1484.5
2017,2017-02-11,NA LCS,False,False,Cloud9,Team Liquid,1-1,11.2,1638.6,1636.3,1484.5,1486.9
2017,2017-02-11,NA LCS,False,False,Dignitas,Immortals,0-2,28.0,1437.0,1425.4,1499.2,1510.7
2017,2017-02-11,LPL,False,False,Royal Never Give Up,Snake Esports,2-0,28.0,1646.3,1659.5,1626.9,1613.6
2017,2017-02-11,LPL,False,False,I May,Oh My God,0-2,28.0,1635.7,1613.8,1415.5,1437.4
2017,2017-02-11,LJL,False,False,Rampage,Unsold Stuff Gaming,2-0,28.0,1531.1,1546.9,1576.1,1560.3
2017,2017-02-11,LCK,False,False,KT Rolster,Samsung Galaxy,2-0,28.0,1673.0,1686.8,1666.0,1652.3
2017,2017-02-11,LMS,False,False,Fireball,Wayi Spider,2-0,28.0,1405.7,1420.0,1412.1,1397.9
2017,2017-02-11,LPL,False,False,Invictus Gaming,LGD Gaming,2-0,28.0,1498.3,1515.1,1570.0,1553.2
2017,2017-02-11,LMS,False,False,Hong Kong Esports,ahq eSports Club,0-2,28.0,1572.1,1560.7,1637.1,1648.5
2017,2017-02-11,LCK,False,False,Longzhu Gaming,ROX Tigers,2-1,19.6,1562.2,1573.8,1625.8,1614.3
2017,2017-02-11,LJL,False,False,7th heaven,Rascal Jester,2-0,28.0,1553.6,1564.5,1474.0,1463.2
2017,2017-02-11,EU LCS,False,False,H2k-Gaming,Team ROCCAT,2-0,28.0,1683.6,1689.2,1443.6,1438.0
2017,2017-02-11,CBLOL,False,False,Brave e-Sports,Operation Kino e-Sports,0-2,28.0,1444.8,1432.7,1494.0,1506.0
2017,2017-02-11,EU LCS,False,False,G2 Esports,Origen,2-0,28.0,1672.3,1680.2,1510.5,1502.6
2017,2017-02-11,CBLOL,False,False,CNB e-Sports Club,RED Canids,0-2,28.0,1609.9,1593.0,1535.8,1552.8
2017,2017-02-11,NA LCS,False,False,FlyQuest,Phoenix1,2-0,28.0,1512.6,1526.3,1505.3,1491.6
2017,2017-02-11,NA LCS,False,False,Counter Logic Gaming,Echo Fox,0-2,28.0,1581.2,1560.8,1410.8,1431.1
2017,2017-02-11,NA LCS,False,False,TSM,Team EnVyUs,2-0,28.0,1610.0,1618.2,1458.0,1449.8
2017,2017-02-11,NA LCS,False,False,Immortals,Team Liquid,2-0,28.0,1510.7,1523.8,1486.9,1473.8
2017,2017-02-12,LPL,False,False,EDward Gaming,Newbee,0-2,28.0,1699.6,1677.1,1454.8,1477.3
2017,2017-02-12,LMS,False,False,XGamers,ahq eSports Club,0-2,28.0,1512.1,1503.4,1648.5,1657.3
2017,2017-02-12,LCK,False,False,SK Telecom T1,bbq Olivers,2-0,28.0,1708.8,1715.6,1511.3,1504.5
2017,2017-02-12,LPL,False,False,Game Talents,Vici Gaming,0-2,28.0,1506.2,1492.6,1515.6,1529.2
2017,2017-02-12,LMS,False,False,Flash Wolves,Wayi Spider,2-0,28.0,1612.1,1618.5,1397.9,1391.6
2017,2017-02-12,LCK,False,False,Jin Air Green Wings,MVP,1-2,19.6,1540.9,1530.3,1514.0,1524.5
2017,2017-02-12,LPL,False,False,QG Reapers,Team WE,2-1,19.6,1448.6,1462.2,1592.7,1579.0
2017,2017-02-12,CBLOL,False,False,KaBuM! Esports,Vivo Keyd,0-2,28.0,1548.4,1537.5,1628.7,1639.5
2017,2017-02-12,CBLOL,False,False,INTZ,paiN Gaming,2-0,28.0,1582.0,1595.6,1573.4,1559.8
2017,2017-02-12,NA LCS,False,False,Echo Fox,TSM,2-0,28.0,1431.1,1452.0,1618.2,1597.4
2017,2017-02-12,NA LCS,False,False,Counter Logic Gaming,Phoenix1,2-1,19.6,1560.8,1568.7,1491.6,1483.8
2017,2017-02-12,NA LCS,False,False,Dignitas,Team EnVyUs,2-0,28.0,1425.4,1440.4,1449.8,1434.8
2017,2017-02-12,NA LCS,False,False,Cloud9,FlyQuest,1-0,28.0,1636.3,1646.0,1526.3,1516.6
2017,2017-02-13,NA LCS,False,False,Cloud9,FlyQuest,1-1,11.2,1646.0,1644.0,1516.6,1518.6
2017,2017-02-14,LCK,False,False,KT Rolster,MVP,0-2,28.0,1686.8,1666.7,1524.5,1544.6
2017,2017-02-14,LCK,False,False,Longzhu Gaming,SK Telecom T1,1-2,19.6,1573.8,1567.8,1715.6,1721.6
2017,2017-02-15,LCK,False,False,Jin Air Green Wings,Kongdoo Monster,1-2,19.6,1530.3,1517.6,1423.4,1436.1
2017,2017-02-15,LCK,False,False,DN SOOPers,bbq Olivers,0-2,28.0,1601.2,1583.4,1504.5,1522.3
2017,2017-02-16,LCK,False,False,SK Telecom T1,Samsung Galaxy,2-0,28.0,1721.6,1732.9,1652.3,1641.1
2017,2017-02-16,LPL,False,False,Newbee,QG Reapers,2-1,19.6,1477.3,1486.7,1462.2,1452.9
2017,2017-02-16,LCK,False,False,MVP,ROX Tigers,2-0,28.0,1544.6,1561.4,1614.3,1597.5
2017,2017-02-16,LPL,False,False,Game Talents,Team WE,0-2,28.0,1492.6,1482.0,1579.0,1589.6
2017,2017-02-16,EU LCS,False,False,G2 Esports,Unicorns of Love,2-0,28.0,1680.2,1695.0,1699.3,1684.5
2017,2017-02-16,EU LCS,False,False,Fnatic,Splyce,1-2,19.6,1600.1,1588.4,1530.6,1542.3
2017,2017-02-17,LMS,False,False,Wayi Spider,ahq eSports Club,0-2,28.0,1391.6,1386.6,1657.3,1662.3
2017,2017-02-17,LPL,False,False,Invictus Gaming,Royal Never Give Up,1-2,19.6,1515.1,1509.2,1659.5,1665.4
2017,2017-02-17,LMS,False,False,Fireball,J Team,1-2,19.6,1420.0,1414.3,1577.1,1582.8
2017,2017-02-17,LJL,False,False,7th heaven,Rampage,0-2,28.0,1564.5,1549.8,1546.9,1561.6
2017,2017-02-17,LPL,False,False,LGD Gaming,Snake Esports,2-0,28.0,1553.2,1569.6,1613.6,1597.2
2017,2017-02-17,EU LCS,False,False,Misfits Gaming,Team Vitality,2-0,28.0,1511.0,1526.7,1551.9,1536.3
2017,2017-02-17,EU LCS,False,False,Giants Gaming,H2k-Gaming,0-2,28.0,1482.1,1475.6,1689.2,1695.7
2017,2017-02-17,NA LCS,False,False,Dignitas,FlyQuest,2-0,28.0,1440.4,1457.5,1518.6,1501.5
2017,2017-02-18,NA LCS,False,False,Phoenix1,Team EnVyUs,2-0,28.0,1483.8,1495.8,1434.8,1422.8
2017,2017-02-18,LPL,False,False,Team WE,Vici Gaming,2-1,19.6,1589.6,1597.7,1529.2,1521.1
2017,2017-02-18,LCK,False,False,DN SOOPers,Longzhu Gaming,0-2,28.0,1583.4,1568.8,1567.8,1582.4
2017,2017-02-18,LMS,False,False,Machi Esports,Wayi Spider,2-0,28.0,1543.6,1551.6,1386.6,1378.5
2017,2017-02-18,LJL,False,False,SCARZ,Unsold Stuff Gaming,0-2,28.0,1513.2,1501.1,1560.3,1572.4
2017,2017-02-18,LPL,False,False,EDward Gaming,QG Reapers,2-0,28.0,1677.1,1683.2,1452.9,1446.8
2017,2017-02-18,LJL,False,False,DetonatioN FocusMe,Rascal Jester,2-0,28.0,1651.9,1658.9,1463.2,1456.1
2017,2017-02-18,LMS,False,False,Flash Wolves,Hong Kong Esports,2-0,28.0,1618.5,1630.1,1560.7,1549.0
2017,2017-02-18,LCK,False,False,KT Rolster,Kongdoo Monster,2-0,28.0,1666.7,1672.5,1436.1,1430.2
2017,2017-02-18,LPL,False,False,Game Talents,Newbee,2-0,28.0,1482.0,1496.2,1486.7,1472.5
2017,2017-02-18,EU LCS,False,False,Splyce,Team ROCCAT,2-0,28.0,1542.3,1552.2,1438.0,1428.1
2017,2017-02-18,CBLOL,False,False,INTZ,Vivo Keyd,2-0,28.0,1595.6,1611.4,1639.5,1623.7
2017,2017-02-18,EU LCS,False,False,Fnatic,Origen,2-0,28.0,1588.4,1599.0,1502.6,1492.0
2017,2017-02-18,CBLOL,False,False,Brave e-Sports,CNB e-Sports Club,1-1,11.2,1432.7,1435.1,1593.0,1590.6
2017,2017-02-18,NA LCS,False,False,Dignitas,Team Liquid,2-1,19.6,1457.5,1467.8,1473.8,1463.6
2017,2017-02-18,NA LCS,False,False,Counter Logic Gaming,Immortals,2-1,19.6,1568.7,1577.2,1523.8,1515.2
2017,2017-02-18,NA LCS,False,False,Cloud9,TSM,1-1,11.2,1644.0,1643.3,1597.4,1598.1
2017,2017-02-18,NA LCS,False,False,Echo Fox,Team EnVyUs,0-2,28.0,1452.0,1436.8,1422.8,1437.9
2017,2017-02-19,NA LCS,False,False,Cloud9,TSM,0-1,28.0,1643.3,1627.5,1598.1,1613.9
2017,2017-02-19,LPL,False,False,Oh My God,Snake Esports,2-0,28.0,1437.4,1457.4,1597.2,1577.2
2017,2017-02-19,LPL,False,False,I May,Invictus Gaming,0-2,28.0,1613.8,1595.7,1509.2,1527.3
2017,2017-02-19,LCK,False,False,Jin Air Green Wings,Samsung Galaxy,0-2,28.0,1517.6,1508.4,1641.1,1650.3
2017,2017-02-19,LCK,False,False,ROX Tigers,bbq Olivers,2-1,19.6,1597.5,1605.2,1522.3,1514.6
2017,2017-02-19,LPL,False,False,LGD Gaming,Royal Never Give Up,0-2,28.0,1569.6,1559.3,1665.4,1675.6
2017,2017-02-19,CBLOL,False,False,Operation Kino e-Sports,RED Canids,0-2,28.0,1506.0,1493.9,1552.8,1564.9
2017,2017-02-19,CBLOL,False,False,KaBuM! Esports,paiN Gaming,0-2,28.0,1537.5,1524.4,1559.8,1572.9
2017,2017-02-19,NA LCS,False,False,Echo Fox,Immortals,0-2,28.0,1436.8,1425.9,1515.2,1526.1
2017,2017-02-19,NA LCS,False,False,FlyQuest,TSM,1-2,19.6,1501.5,1494.8,1613.9,1620.7
2017,2017-02-19,NA LCS,False,False,Counter Logic Gaming,Team Liquid,2-1,19.6,1577.2,1583.9,1463.6,1456.9
2017,2017-02-19,NA LCS,False,False,Cloud9,Phoenix1,0-2,28.0,1627.5,1608.4,1495.8,1514.9
2017,2017-02-22,IEM,False,True,H2k-Gaming,Hong Kong Esports,1-0,20.0,1695.7,1701.7,1549.0,1543.0
2017,2017-02-22,IEM,False,True,Kongdoo Monster,Unicorns of Love,0-1,20.0,1430.2,1426.5,1684.5,1688.2
2017,2017-02-22,IEM,False,True,Flash Wolves,G2 Esports,1-0,20.0,1630.1,1642.0,1695.0,1683.2
2017,2017-02-22,IEM,False,True,H2k-Gaming,ROX Tigers,1-2,14.0,1701.7,1692.8,1605.2,1614.1
2017,2017-02-23,IEM,False,True,Flash Wolves,Unicorns of Love,2-0,20.0,1642.0,1653.3,1688.2,1676.9
2017,2017-02-23,IEM,False,True,G2 Esports,Kongdoo Monster,2-1,14.0,1683.2,1685.8,1426.5,1423.9
2017,2017-02-25,IEM,False,True,H2k-Gaming,Hong Kong Esports,2-1,14.0,1692.8,1697.0,1543.0,1538.9
2017,2017-02-25,IEM,False,False,G2 Esports,Unicorns of Love,2-0,20.0,1685.8,1695.5,1676.9,1667.2
2017,2017-02-26,IEM,False,True,G2 Esports,ROX Tigers,2-1,14.0,1695.5,1700.9,1614.1,1608.7
2017,2017-02-26,IEM,False,True,Flash Wolves,H2k-Gaming,2-1,14.0,1653.3,1661.2,1697.0,1689.1
2017,2017-02-26,IEM,False,True,Flash Wolves,G2 Esports,2-0,20.0,1661.2,1672.3,1700.9,1689.8
2017,2017-02-28,LCK,False,False,Longzhu Gaming,MVP,2-1,19.6,1582.4,1591.6,1561.4,1552.2
2017,2017-02-28,LCK,False,False,DN SOOPers,Kongdoo Monster,2-0,28.0,1568.8,1577.3,1423.9,1415.4
2017,2017-03-01,LCK,False,False,Jin Air Green Wings,ROX Tigers,0-2,28.0,1508.4,1498.3,1608.7,1618.8
2017,2017-03-01,LCK,False,False,Samsung Galaxy,bbq Olivers,2-1,19.6,1650.3,1656.4,1514.6,1508.4
2017,2017-03-02,LCK,False,False,KT Rolster,SK Telecom T1,1-2,19.6,1672.5,1664.4,1732.9,1741.0
2017,2017-03-02,LPL,False,False,Snake Esports,Team WE,0-2,28.0,1577.2,1564.0,1597.7,1610.9
2017,2017-03-02,LPL,False,False,Invictus Gaming,Newbee,2-0,28.0,1527.3,1539.1,1472.5,1460.7
2017,2017-03-02,LCK,False,False,Longzhu Gaming,MVP,0-2,28.0,1591.6,1576.0,1552.2,1567.8
2017,2017-03-02,EU LCS,False,False,Misfits Gaming,Unicorns of Love,2-1,19.6,1526.7,1540.2,1667.2,1653.6
2017,2017-03-02,EU LCS,False,False,Fnatic,H2k-Gaming,0-2,28.0,1599.0,1588.5,1689.1,1699.6
2017,2017-03-03,LMS,False,False,Hong Kong Esports,XGamers,2-1,19.6,1538.9,1547.7,1503.4,1494.6
2017,2017-03-03,LPL,False,False,EDward Gaming,LGD Gaming,2-1,19.6,1683.2,1689.6,1559.3,1552.9
2017,2017-03-03,LMS,False,False,J Team,Wayi Spider,2-0,28.0,1582.8,1589.4,1378.5,1371.9
2017,2017-03-03,LPL,False,False,Game Talents,Royal Never Give Up,1-2,19.6,1496.2,1491.0,1675.6,1680.8
2017,2017-03-03,EU LCS,False,False,G2 Esports,Team Vitality,2-0,28.0,1689.8,1697.9,1536.3,1528.1
2017,2017-03-03,EU LCS,False,False,Giants Gaming,Splyce,0-2,28.0,1475.6,1464.6,1552.2,1563.2
2017,2017-03-03,NA LCS,False,False,Immortals,Team Liquid,1-1,11.2,1526.1,1525.0,1456.9,1458.0
2017,2017-03-04,NA LCS,False,False,Immortals,Team Liquid,0-1,28.0,1525.0,1508.4,1458.0,1474.6
2017,2017-03-04,NA LCS,False,False,Counter Logic Gaming,Phoenix1,2-1,19.6,1583.9,1591.8,1514.9,1507.0
2017,2017-03-04,LJL,False,False,7th heaven,Unsold Stuff Gaming,0-2,28.0,1549.8,1536.7,1572.4,1585.5
2017,2017-03-04,LPL,False,False,I May,Vici Gaming,2-0,28.0,1595.7,1606.8,1521.1,1510.1
2017,2017-03-04,LJL,False,False,Rascal Jester,SCARZ,2-0,28.0,1456.1,1471.9,1501.1,1485.3
2017,2017-03-04,LMS,False,False,Fireball,Flash Wolves,0-2,28.0,1414.3,1409.2,1672.3,1677.5
2017,2017-03-04,LPL,False,False,Invictus Gaming,Team WE,0-2,28.0,1539.1,1527.9,1610.9,1622.0
2017,2017-03-04,LCK,False,False,Samsung Galaxy,bbq Olivers,2-0,28.0,1656.4,1664.8,1508.4,1500.1
2017,2017-03-04,LJL,False,False,DetonatioN FocusMe,Rampage,1-2,19.6,1658.9,1646.5,1561.6,1574.1
2017,2017-03-04,LPL,False,False,Oh My God,QG Reapers,0-2,28.0,1457.4,1443.0,1446.8,1461.2
2017,2017-03-04,LMS,False,False,J Team,ahq eSports Club,0-2,28.0,1589.4,1578.3,1662.3,1673.4
2017,2017-03-04,LCK,False,False,Jin Air Green Wings,ROX Tigers,1-2,19.6,1498.3,1491.8,1618.8,1625.3
2017,2017-03-04,EU LCS,False,False,Misfits Gaming,Origen,2-0,28.0,1540.2,1552.3,1492.0,1479.9
2017,2017-03-04,CBLOL,False,False,RED Canids,paiN Gaming,1-1,11.2,1564.9,1565.0,1572.9,1572.8
2017,2017-03-04,EU LCS,False,False,Team ROCCAT,Unicorns of Love,0-2,28.0,1428.1,1422.1,1653.6,1659.6
2017,2017-03-04,CBLOL,False,False,INTZ,Operation Kino e-Sports,2-0,28.0,1611.4,1620.8,1493.9,1484.5
2017,2017-03-04,NA LCS,False,False,FlyQuest,Team EnVyUs,2-1,19.6,1494.8,1503.0,1437.9,1429.7
2017,2017-03-04,NA LCS,False,False,Cloud9,Echo Fox,2-0,28.0,1608.4,1615.6,1425.9,1418.7
2017,2017-03-04,NA LCS,False,False,Counter Logic Gaming,TSM,0-2,28.0,1591.8,1578.9,1620.7,1633.5
2017,2017-03-04,NA LCS,False,False,Dignitas,Phoenix1,1-1,11.2,1467.8,1468.4,1507.0,1506.4
2017,2017-03-05,NA LCS,False,False,Dignitas,Phoenix1,0-1,28.0,1468.4,1455.9,1506.4,1518.8
2017,2017-03-05,LJL,False,False,Rampage,Rascal Jester,2-0,28.0,1574.1,1584.1,1471.9,1461.9
2017,2017-03-05,LJL,False,False,DetonatioN FocusMe,Unsold Stuff Gaming,1-2,19.6,1646.5,1635.0,1585.5,1597.0
2017,2017-03-05,LPL,False,False,Game Talents,LGD Gaming,2-1,19.6,1491.0,1502.6,1552.9,1541.4
2017,2017-03-05,LMS,False,False,Fireball,ahq eSports Club,0-2,28.0,1409.2,1404.1,1673.4,1678.4
2017,2017-03-05,LCK,False,False,KT Rolster,SK Telecom T1,1-2,19.6,1664.4,1656.7,1741.0,1748.7
2017,2017-03-05,LMS,False,False,Machi Esports,XGamers,2-0,28.0,1551.6,1563.3,1494.6,1482.8
2017,2017-03-05,LPL,False,False,EDward Gaming,Royal Never Give Up,0-2,28.0,1689.6,1675.3,1680.8,1695.1
2017,2017-03-05,LJL,False,False,7th heaven,SCARZ,2-0,28.0,1536.7,1548.6,1485.3,1473.3
2017,2017-03-05,LCK,False,False,DN SOOPers,Kongdoo Monster,2-1,19.6,1577.3,1582.8,1415.4,1409.9
2017,2017-03-05,CBLOL,False,False,Brave e-Sports,KaBuM! Esports,1-1,11.2,1435.1,1436.6,1524.4,1523.0
2017,2017-03-05,CBLOL,False,False,CNB e-Sports Club,Vivo Keyd,1-1,11.2,1590.6,1591.1,1623.7,1623.2
2017,2017-03-05,NA LCS,False,False,Echo Fox,Team Liquid,2-1,19.6,1418.7,1430.0,1474.6,1463.3
2017,2017-03-05,NA LCS,False,False,Dignitas,TSM,0-2,28.0,1455.9,1448.5,1633.5,1640.9
2017,2017-03-05,NA LCS,False,False,Cloud9,FlyQuest,2-0,28.0,1615.6,1625.3,1503.0,1493.4
2017,2017-03-05,NA LCS,False,False,Immortals,Team EnVyUs,1-1,11.2,1508.4,1507.1,1429.7,1431.0
2017,2017-03-06,NA LCS,False,False,Immortals,Team EnVyUs,0-1,28.0,1507.1,1490.1,1431.0,1448.0
2017,2017-03-07,LCK,False,False,Jin Air Green Wings,SK Telecom T1,0-2,28.0,1491.8,1486.6,1748.7,1753.9
2017,2017-03-07,LCK,False,False,MVP,bbq Olivers,2-0,28.0,1567.8,1579.1,1500.1,1488.8
2017,2017-03-08,LCK,False,False,DN SOOPers,Samsung Galaxy,2-1,19.6,1582.8,1594.9,1664.8,1652.7
2017,2017-03-08,LCK,False,False,Kongdoo Monster,ROX Tigers,1-2,19.6,1409.9,1405.5,1625.3,1629.7
2017,2017-03-09,LCK,False,False,KT Rolster,bbq Olivers,2-0,28.0,1656.7,1664.5,1488.8,1481.0
2017,2017-03-09,LPL,False,False,Oh My God,Vici Gaming,2-0,28.0,1443.0,1459.6,1510.1,1493.4
2017,2017-03-09,LCK,False,False,Jin Air Green Wings,Longzhu Gaming,2-0,28.0,1486.6,1504.1,1576.0,1558.5
2017,2017-03-09,LPL,False,False,Newbee,Snake Esports,1-2,19.6,1460.7,1453.7,1564.0,1571.0
2017,2017-03-09,EU LCS,False,False,Giants Gaming,Team Vitality,1-2,19.6,1464.6,1456.6,1528.1,1536.1
2017,2017-03-09,EU LCS,False,False,Origen,Team ROCCAT,1-2,19.6,1479.9,1468.5,1422.1,1433.5
2017,2017-03-10,LMS,False,False,Hong Kong Esports,Machi Esports,1-2,19.6,1547.7,1538.3,1563.3,1572.7
2017,2017-03-10,LPL,False,False,I May,QG Reapers,2-1,19.6,1606.8,1612.7,1461.2,1455.3
2017,2017-03-10,LJL,False,False,DetonatioN FocusMe,SCARZ,2-0,28.0,1635.0,1642.9,1473.3,1465.4
2017,2017-03-10,LMS,False,False,Flash Wolves,XGamers,2-0,28.0,1677.5,1684.4,1482.8,1476.0
2017,2017-03-10,LPL,False,False,EDward Gaming,Invictus Gaming,2-1,19.6,1675.3,1681.1,1527.9,1522.0
2017,2017-03-10,EU LCS,False,False,G2 Esports,Splyce,2-1,19.6,1697.9,1704.1,1563.2,1557.0
2017,2017-03-10,EU LCS,False,False,Fnatic,Unicorns of Love,1-2,19.6,1588.5,1580.7,1659.6,1667.4
2017,2017-03-10,NA LCS,False,False,Cloud9,Team Liquid,2-0,28.0,1625.3,1633.2,1463.3,1455.4
2017,2017-03-11,NA LCS,False,False,FlyQuest,Phoenix1,0-2,28.0,1493.4,1480.4,1518.8,1531.8
2017,2017-03-11,LPL,False,False,Newbee,Royal Never Give Up,0-2,28.0,1453.7,1448.2,1695.1,1700.7
2017,2017-03-11,LJL,False,False,Rampage,Unsold Stuff Gaming,1-2,19.6,1584.1,1574.7,1597.0,1606.5
2017,2017-03-11,LPL,False,False,Game Talents,Oh My God,2-1,19.6,1502.6,1511.2,1459.6,1451.0
2017,2017-03-11,LMS,False,False,Fireball,Hong Kong Esports,0-2,28.0,1404.1,1395.3,1538.3,1547.1
2017,2017-03-11,LCK,False,False,DN SOOPers,MVP,2-0,28.0,1594.9,1608.2,1579.1,1565.7
2017,2017-03-11,LMS,False,False,Flash Wolves,ahq eSports Club,2-0,28.0,1684.4,1698.1,1678.4,1664.7
2017,2017-03-11,LCK,False,False,Kongdoo Monster,SK Telecom T1,0-2,28.0,1405.5,1402.1,1753.9,1757.2
2017,2017-03-11,LJL,False,False,7th heaven,Rascal Jester,1-2,19.6,1548.6,1536.4,1461.9,1474.1
2017,2017-03-11,LPL,False,False,Snake Esports,Vici Gaming,2-0,28.0,1571.0,1581.9,1493.4,1482.5
2017,2017-03-11,EU LCS,False,False,Team ROCCAT,Team Vitality,2-0,28.0,1433.5,1451.5,1536.1,1518.1
2017,2017-03-11,CBLOL,False,False,INTZ,KaBuM! Esports,2-0,28.0,1620.8,1631.0,1523.0,1512.9
2017,2017-03-11,EU LCS,False,False,H2k-Gaming,Misfits Gaming,2-0,28.0,1699.6,1708.0,1552.3,1543.9
2017,2017-03-11,CBLOL,False,False,CNB e-Sports Club,Operation Kino e-Sports,1-1,11.2,1591.1,1589.4,1484.5,1486.1
2017,2017-03-11,NA LCS,False,False,Counter Logic Gaming,Dignitas,0-2,28.0,1578.9,1559.9,1448.5,1467.5
2017,2017-03-11,NA LCS,False,False,TSM,Team EnVyUs,2-1,19.6,1640.9,1645.8,1448.0,1443.1
2017,2017-03-11,NA LCS,False,False,FlyQuest,Immortals,0-2,28.0,1480.4,1466.8,1490.1,1503.7
2017,2017-03-11,NA LCS,False,False,Echo Fox,Phoenix1,0-2,28.0,1430.0,1420.0,1531.8,1541.8
2017,2017-03-12,LCK,False,False,KT Rolster,ROX Tigers,2-0,28.0,1664.5,1677.1,1629.7,1617.1
2017,2017-03-12,LMS,False,False,Wayi Spider,XGamers,0-2,28.0,1371.9,1362.0,1476.0,1485.9
2017,2017-03-12,LPL,False,False,LGD Gaming,QG Reapers,0-2,28.0,1541.4,1524.0,1455.3,1472.7
2017,2017-03-12,LMS,False,False,J Team,Machi Esports,1-2,19.6,1578.3,1568.3,1572.7,1582.7
2017,2017-03-12,LCK,False,False,Longzhu Gaming,Samsung Galaxy,0-2,28.0,1558.5,1548.2,1652.7,1663.0
2017,2017-03-12,LPL,False,False,I May,Team WE,0-2,28.0,1612.7,1599.1,1622.0,1635.7
2017,2017-03-12,EU LCS,False,False,Giants Gaming,Origen,2-1,19.6,1456.6,1466.7,1468.5,1458.4
2017,2017-03-12,CBLOL,False,False,Brave e-Sports,paiN Gaming,0-2,28.0,1436.6,1427.8,1572.8,1581.5
2017,2017-03-12,NA LCS,False,False,Dignitas,Echo Fox,2-1,19.6,1467.5,1476.0,1420.0,1411.6
2017,2017-03-12,CBLOL,False,False,RED Canids,Vivo Keyd,0-2,28.0,1565.0,1553.3,1623.2,1634.9
2017,2017-03-12,NA LCS,False,False,Cloud9,Counter Logic Gaming,1-2,19.6,1633.2,1621.3,1559.9,1571.8
2017,2017-03-12,NA LCS,False,False,Immortals,TSM,1-1,11.2,1503.7,1505.9,1645.8,1643.6
