year,date,league,cross_region,team_a,team_b,winner,a_before,a_after,b_before,b_after
2017,2017-02-18,LCK,False,DN SOOPers,Longzhu Gaming,Longzhu Gaming,1570.8,1560.5,1621.2,1631.4
2017,2017-02-18,LMS,False,Machi Esports,Wayi Spider,Machi Esports,1537.6,1543.9,1358.8,1352.5
2017,2017-02-18,LPL,False,QG Reapers,EDward Gaming,EDward Gaming,1462.2,1456.3,1658.5,1664.4
2017,2017-02-18,LJL,False,Rascal Jester,DetonatioN FocusMe,DetonatioN FocusMe,1444.6,1439.3,1665.7,1671.0
2017,2017-02-18,LMS,False,Flash Wolves,Hong Kong Esports,Flash Wolves,1616.4,1625.1,1517.8,1509.1
2017,2017-02-18,LCK,False,Kongdoo Monster,KT Rolster,KT Rolster,1477.6,1472.0,1684.8,1690.3
2017,2017-02-18,LJL,False,DetonatioN FocusMe,Rascal Jester,DetonatioN FocusMe,1671.0,1676.0,1439.3,1434.3
2017,2017-02-18,LPL,False,Game Talents,Newbee,Game Talents,1450.2,1463.5,1486.9,1473.6
2017,2017-02-18,LMS,False,Hong Kong Esports,Flash Wolves,Flash Wolves,1509.1,1501.0,1625.1,1633.3
2017,2017-02-18,LCK,False,KT Rolster,Kongdoo Monster,KT Rolster,1690.3,1695.7,1472.0,1466.7
2017,2017-02-18,LPL,False,Newbee,Game Talents,Game Talents,1473.6,1461.3,1463.5,1475.8
2017,2017-02-18,EU LCS,False,Splyce,Team ROCCAT,Splyce,1605.5,1611.4,1411.4,1405.5
2017,2017-02-18,CBLOL,False,INTZ,Vivo Keyd,INTZ,1627.6,1638.6,1598.5,1587.5
2017,2017-02-18,EU LCS,False,Team ROCCAT,Splyce,Splyce,1405.5,1399.8,1611.4,1617.0
2017,2017-02-18,CBLOL,False,Vivo Keyd,INTZ,INTZ,1587.5,1577.3,1638.6,1648.8
2017,2017-02-18,EU LCS,False,Origen,Fnatic,Fnatic,1459.8,1450.5,1541.5,1550.7
2017,2017-02-18,CBLOL,False,CNB e-Sports Club,Brave e-Sports,CNB e-Sports Club,1604.9,1611.0,1419.9,1413.8
2017,2017-02-18,EU LCS,False,Fnatic,Origen,Fnatic,1550.7,1559.3,1450.5,1441.9
2017,2017-02-18,CBLOL,False,Brave e-Sports,CNB e-Sports Club,Brave e-Sports,1413.8,1431.9,1611.0,1592.9
2017,2017-02-18,NA LCS,False,Team Liquid,Dignitas,Team Liquid,1465.1,1476.6,1451.4,1439.9
2017,2017-02-18,NA LCS,False,Counter Logic Gaming,Immortals,Counter Logic Gaming,1527.5,1539.3,1522.8,1510.9
2017,2017-02-18,NA LCS,False,Immortals,Counter Logic Gaming,Immortals,1510.9,1523.9,1539.3,1526.4
2017,2017-02-18,NA LCS,False,Dignitas,Team Liquid,Dignitas,1439.9,1453.1,1476.6,1463.3
2017,2017-02-18,NA LCS,False,Counter Logic Gaming,Immortals,Counter Logic Gaming,1526.4,1538.3,1523.9,1512.0
2017,2017-02-18,NA LCS,False,Team Liquid,Dignitas,Dignitas,1463.3,1451.0,1453.1,1465.5
2017,2017-02-18,NA LCS,False,Cloud9,TSM,TSM,1659.3,1645.3,1600.7,1614.7
2017,2017-02-18,NA LCS,False,Team EnVyUs,Echo Fox,Team EnVyUs,1377.3,1393.1,1489.5,1473.7
2017,2017-02-18,NA LCS,False,TSM,Cloud9,Cloud9,1614.7,1603.8,1645.3,1656.3
2017,2017-02-18,NA LCS,False,Echo Fox,Team EnVyUs,Team EnVyUs,1473.7,1459.0,1393.1,1407.8
2017,2017-02-19,NA LCS,False,Cloud9,TSM,TSM,1656.3,1642.5,1603.8,1617.6
2017,2017-02-19,LPL,False,Snake Esports,Oh My God,Oh My God,1544.2,1530.6,1498.1,1511.7
2017,2017-02-19,LPL,False,Oh My God,Snake Esports,Oh My God,1511.7,1524.3,1530.6,1517.9
2017,2017-02-19,LPL,False,I May,Invictus Gaming,Invictus Gaming,1594.3,1579.6,1515.0,1529.7
2017,2017-02-19,LCK,False,Jin Air Green Wings,Samsung Galaxy,Samsung Galaxy,1470.0,1464.0,1661.0,1667.0
2017,2017-02-19,LPL,False,Invictus Gaming,I May,Invictus Gaming,1529.7,1543.4,1579.6,1565.9
2017,2017-02-19,LCK,False,Samsung Galaxy,Jin Air Green Wings,Samsung Galaxy,1667.0,1672.7,1464.0,1458.3
2017,2017-02-19,LCK,False,ROX Tigers,bbq Olivers,ROX Tigers,1565.4,1576.5,1538.2,1527.1
2017,2017-02-19,LPL,False,Royal Never Give Up,LGD Gaming,Royal Never Give Up,1652.9,1662.8,1591.8,1581.9
2017,2017-02-19,LPL,False,LGD Gaming,Royal Never Give Up,Royal Never Give Up,1581.9,1572.6,1662.8,1672.1
2017,2017-02-19,LCK,False,bbq Olivers,ROX Tigers,bbq Olivers,1527.1,1540.8,1576.5,1562.8
2017,2017-02-19,LCK,False,ROX Tigers,bbq Olivers,ROX Tigers,1562.8,1574.0,1540.8,1529.6
2017,2017-02-19,CBLOL,False,Operation Kino e-Sports,RED Canids,RED Canids,1503.0,1494.1,1595.3,1604.2
2017,2017-02-19,CBLOL,False,RED Canids,Operation Kino e-Sports,RED Canids,1604.2,1612.5,1494.1,1485.8
2017,2017-02-19,CBLOL,False,paiN Gaming,KaBuM! Esports,paiN Gaming,1591.4,1600.4,1503.6,1494.6
2017,2017-02-19,CBLOL,False,KaBuM! Esports,paiN Gaming,paiN Gaming,1494.6,1486.1,1600.4,1608.9
2017,2017-02-19,NA LCS,False,Immortals,Echo Fox,Immortals,1512.0,1522.2,1459.0,1448.8
2017,2017-02-19,NA LCS,False,FlyQuest,TSM,TSM,1520.2,1511.5,1617.6,1626.3
2017,2017-02-19,NA LCS,False,TSM,FlyQuest,FlyQuest,1626.3,1610.5,1511.5,1527.3
2017,2017-02-19,NA LCS,False,Echo Fox,Immortals,Immortals,1448.8,1439.3,1522.2,1531.7
2017,2017-02-19,NA LCS,False,Team Liquid,Counter Logic Gaming,Team Liquid,1451.0,1465.9,1538.3,1523.3
2017,2017-02-19,NA LCS,False,FlyQuest,TSM,TSM,1527.3,1518.1,1610.5,1619.7
2017,2017-02-19,NA LCS,False,Counter Logic Gaming,Team Liquid,Counter Logic Gaming,1523.3,1533.4,1465.9,1455.9
2017,2017-02-19,NA LCS,False,Phoenix1,Cloud9,Phoenix1,1534.1,1549.7,1642.5,1626.8
2017,2017-02-19,NA LCS,False,Team Liquid,Counter Logic Gaming,Counter Logic Gaming,1455.9,1446.5,1533.4,1542.7
2017,2017-02-19,NA LCS,False,Cloud9,Phoenix1,Phoenix1,1626.8,1612.2,1549.7,1564.3
2017,2017-02-22,IEM,True,Hong Kong Esports,H2k-Gaming,H2k-Gaming,1501.0,1493.0,1691.2,1699.2
2017,2017-02-22,IEM,True,Unicorns of Love,Kongdoo Monster,Unicorns of Love,1707.0,1713.4,1466.7,1460.2
2017,2017-02-22,IEM,True,G2 Esports,Flash Wolves,Flash Wolves,1715.1,1695.4,1633.3,1653.0
2017,2017-02-22,IEM,True,H2k-Gaming,ROX Tigers,ROX Tigers,1699.2,1677.7,1574.0,1595.5
2017,2017-02-22,IEM,True,ROX Tigers,H2k-Gaming,H2k-Gaming,1595.5,1583.3,1677.7,1690.0
2017,2017-02-22,IEM,True,H2k-Gaming,ROX Tigers,ROX Tigers,1690.0,1669.2,1583.3,1604.0
2017,2017-02-23,IEM,True,Unicorns of Love,Flash Wolves,Flash Wolves,1713.4,1694.6,1653.0,1671.7
2017,2017-02-23,IEM,True,Flash Wolves,Unicorns of Love,Flash Wolves,1671.7,1688.8,1694.6,1677.6
2017,2017-02-23,IEM,True,G2 Esports,Kongdoo Monster,G2 Esports,1695.4,1702.0,1460.2,1453.7
2017,2017-02-23,IEM,True,Kongdoo Monster,G2 Esports,Kongdoo Monster,1453.7,1479.5,1702.0,1676.2
2017,2017-02-23,IEM,True,Kongdoo Monster,G2 Esports,G2 Esports,1479.5,1471.7,1676.2,1684.0
2017,2017-02-25,IEM,True,Hong Kong Esports,H2k-Gaming,Hong Kong Esports,1493.0,1516.5,1669.2,1645.7
2017,2017-02-25,IEM,True,H2k-Gaming,Hong Kong Esports,H2k-Gaming,1645.7,1656.1,1516.5,1506.2
2017,2017-02-25,IEM,True,H2k-Gaming,Hong Kong Esports,H2k-Gaming,1656.1,1665.5,1506.2,1496.7
2017,2017-02-25,IEM,False,G2 Esports,Unicorns of Love,G2 Esports,1684.0,1695.8,1677.6,1665.8
2017,2017-02-25,IEM,False,Unicorns of Love,G2 Esports,G2 Esports,1665.8,1654.8,1695.8,1706.7
2017,2017-02-26,IEM,True,G2 Esports,ROX Tigers,ROX Tigers,1706.7,1686.1,1604.0,1624.6
2017,2017-02-26,IEM,True,ROX Tigers,G2 Esports,G2 Esports,1624.6,1611.4,1686.1,1699.3
2017,2017-02-26,IEM,True,ROX Tigers,G2 Esports,G2 Esports,1611.4,1599.4,1699.3,1711.4
2017,2017-02-26,IEM,True,H2k-Gaming,Flash Wolves,H2k-Gaming,1665.5,1682.6,1688.8,1671.7
2017,2017-02-26,IEM,True,Flash Wolves,H2k-Gaming,Flash Wolves,1671.7,1688.2,1682.6,1666.1
2017,2017-02-26,IEM,True,Flash Wolves,H2k-Gaming,Flash Wolves,1688.2,1703.2,1666.1,1651.1
2017,2017-02-26,IEM,True,G2 Esports,Flash Wolves,Flash Wolves,1711.4,1695.0,1703.2,1719.6
2017,2017-02-26,IEM,True,Flash Wolves,G2 Esports,Flash Wolves,1719.6,1734.4,1695.0,1680.1
2017,2017-02-28,LCK,False,MVP,Longzhu Gaming,MVP,1570.6,1584.7,1631.4,1617.4
2017,2017-02-28,LCK,False,Longzhu Gaming,MVP,Longzhu Gaming,1617.4,1628.2,1584.7,1573.8
2017,2017-02-28,LCK,False,MVP,Longzhu Gaming,Longzhu Gaming,1573.8,1563.7,1628.2,1638.4
2017,2017-02-28,LCK,False,Kongdoo Monster,DN SOOPers,DN SOOPers,1471.7,1462.7,1560.5,1569.5
2017,2017-02-28,LCK,False,DN SOOPers,Kongdoo Monster,DN SOOPers,1569.5,1577.9,1462.7,1454.3
2017,2017-03-01,LCK,False,Jin Air Green Wings,ROX Tigers,ROX Tigers,1458.3,1450.9,1599.4,1606.8
2017,2017-03-01,LCK,False,ROX Tigers,Jin Air Green Wings,ROX Tigers,1606.8,1613.7,1450.9,1444.0
2017,2017-03-01,LCK,False,Samsung Galaxy,bbq Olivers,bbq Olivers,1672.7,1656.0,1529.6,1546.2
2017,2017-03-01,LCK,False,bbq Olivers,Samsung Galaxy,Samsung Galaxy,1546.2,1537.9,1656.0,1664.4
2017,2017-03-01,LCK,False,Samsung Galaxy,bbq Olivers,Samsung Galaxy,1664.4,1672.2,1537.9,1530.1
2017,2017-03-02,LCK,False,KT Rolster,SK Telecom T1,SK Telecom T1,1695.7,1684.5,1720.5,1731.6
2017,2017-03-02,LCK,False,SK Telecom T1,KT Rolster,KT Rolster,1731.6,1718.0,1684.5,1698.1
2017,2017-03-02,LPL,False,Snake Esports,Team WE,Team WE,1517.9,1508.7,1598.8,1608.0
2017,2017-03-02,LCK,False,KT Rolster,SK Telecom T1,SK Telecom T1,1698.1,1686.8,1718.0,1729.3
2017,2017-03-02,LPL,False,Team WE,Snake Esports,Team WE,1608.0,1616.7,1508.7,1500.0
2017,2017-03-02,LPL,False,Invictus Gaming,Newbee,Invictus Gaming,1543.4,1552.6,1461.3,1452.1
2017,2017-03-02,LCK,False,Longzhu Gaming,MVP,MVP,1638.4,1623.8,1563.7,1578.2
2017,2017-03-02,LPL,False,Newbee,Invictus Gaming,Invictus Gaming,1452.1,1443.4,1552.6,1561.2
2017,2017-03-02,LCK,False,MVP,Longzhu Gaming,MVP,1578.2,1591.8,1623.8,1610.3
2017,2017-03-02,EU LCS,False,Unicorns of Love,Misfits Gaming,Misfits Gaming,1654.8,1641.2,1608.5,1622.1
2017,2017-03-02,EU LCS,False,Misfits Gaming,Unicorns of Love,Unicorns of Love,1622.1,1610.8,1641.2,1652.6
2017,2017-03-02,EU LCS,False,Misfits Gaming,Unicorns of Love,Misfits Gaming,1610.8,1624.2,1652.6,1639.1
2017,2017-03-02,EU LCS,False,H2k-Gaming,Fnatic,H2k-Gaming,1651.1,1660.0,1559.3,1550.4
2017,2017-03-02,EU LCS,False,H2k-Gaming,Fnatic,H2k-Gaming,1660.0,1668.4,1550.4,1542.1
2017,2017-03-03,LMS,False,XGamers,Hong Kong Esports,XGamers,1492.0,1504.2,1496.7,1484.5
2017,2017-03-03,LPL,False,LGD Gaming,EDward Gaming,LGD Gaming,1572.6,1587.7,1664.4,1649.3
2017,2017-03-03,LMS,False,XGamers,Hong Kong Esports,Hong Kong Esports,1504.2,1491.5,1484.5,1497.2
2017,2017-03-03,LMS,False,XGamers,Hong Kong Esports,Hong Kong Esports,1491.5,1479.7,1497.2,1509.0
2017,2017-03-03,LPL,False,EDward Gaming,LGD Gaming,EDward Gaming,1649.3,1659.2,1587.7,1577.8
2017,2017-03-03,LPL,False,LGD Gaming,EDward Gaming,EDward Gaming,1577.8,1568.6,1659.2,1668.4
2017,2017-03-03,LMS,False,Wayi Spider,J Team,J Team,1352.5,1347.8,1599.8,1604.4
2017,2017-03-03,LPL,False,Royal Never Give Up,Game Talents,Game Talents,1672.1,1654.0,1475.8,1494.0
2017,2017-03-03,LMS,False,Wayi Spider,J Team,J Team,1347.8,1343.4,1604.4,1608.9
2017,2017-03-03,LPL,False,Game Talents,Royal Never Give Up,Royal Never Give Up,1494.0,1487.1,1654.0,1660.8
2017,2017-03-03,LPL,False,Royal Never Give Up,Game Talents,Royal Never Give Up,1660.8,1667.2,1487.1,1480.7
2017,2017-03-03,EU LCS,False,Team Vitality,G2 Esports,G2 Esports,1529.8,1522.7,1680.1,1687.2
2017,2017-03-03,EU LCS,False,G2 Esports,Team Vitality,G2 Esports,1687.2,1693.9,1522.7,1515.9
2017,2017-03-03,EU LCS,False,Giants Gaming,Splyce,Splyce,1444.9,1438.4,1617.0,1623.5
2017,2017-03-03,EU LCS,False,Splyce,Giants Gaming,Splyce,1623.5,1629.7,1438.4,1432.3
2017,2017-03-03,NA LCS,False,Immortals,Team Liquid,Immortals,1531.7,1540.8,1446.5,1437.4
2017,2017-03-03,NA LCS,False,Team Liquid,Immortals,Team Liquid,1437.4,1452.9,1540.8,1525.3
2017,2017-03-04,NA LCS,False,Immortals,Team Liquid,Team Liquid,1525.3,1510.9,1452.9,1467.4
2017,2017-03-04,NA LCS,False,Phoenix1,Counter Logic Gaming,Phoenix1,1564.3,1575.6,1542.7,1531.5
2017,2017-03-04,NA LCS,False,Counter Logic Gaming,Phoenix1,Counter Logic Gaming,1531.5,1545.0,1575.6,1562.0
2017,2017-03-04,NA LCS,False,Phoenix1,Counter Logic Gaming,Counter Logic Gaming,1562.0,1549.5,1545.0,1557.6
2017,2017-03-04,LJL,False,Unsold Stuff Gaming,7th heaven,Unsold Stuff Gaming,1577.8,1588.5,1540.8,1530.1
2017,2017-03-04,LPL,False,Vici Gaming,I May,I May,1514.7,1504.5,1565.9,1576.2
2017,2017-03-04,LJL,False,7th heaven,Unsold Stuff Gaming,Unsold Stuff Gaming,1530.1,1520.1,1588.5,1598.5
2017,2017-03-04,LPL,False,I May,Vici Gaming,I May,1576.2,1585.7,1504.5,1494.9
2017,2017-03-04,LJL,False,Rascal Jester,SCARZ,Rascal Jester,1434.3,1447.8,1478.7,1465.2
2017,2017-03-04,LMS,False,Fireball,Flash Wolves,Flash Wolves,1432.8,1429.2,1734.4,1738.0
2017,2017-03-04,LPL,False,Team WE,Invictus Gaming,Team WE,1616.7,1626.8,1561.2,1551.1
2017,2017-03-04,LCK,False,bbq Olivers,Samsung Galaxy,Samsung Galaxy,1530.1,1522.8,1672.2,1679.5
2017,2017-03-04,LJL,False,SCARZ,Rascal Jester,Rascal Jester,1465.2,1452.6,1447.8,1460.4
2017,2017-03-04,LPL,False,Invictus Gaming,Team WE,Team WE,1551.1,1541.7,1626.8,1636.2
2017,2017-03-04,LCK,False,Samsung Galaxy,bbq Olivers,Samsung Galaxy,1679.5,1686.5,1522.8,1515.8
2017,2017-03-04,LMS,False,Flash Wolves,Fireball,Flash Wolves,1738.0,1741.5,1429.2,1425.7
2017,2017-03-04,LJL,False,DetonatioN FocusMe,Rampage,DetonatioN FocusMe,1676.0,1685.2,1592.4,1583.3
2017,2017-03-04,LPL,False,QG Reapers,Oh My God,QG Reapers,1456.3,1470.6,1524.3,1510.0
2017,2017-03-04,LMS,False,J Team,ahq eSports Club,ahq eSports Club,1608.9,1599.0,1670.0,1679.9
2017,2017-03-04,LCK,False,ROX Tigers,Jin Air Green Wings,ROX Tigers,1613.7,1620.3,1444.0,1437.4
2017,2017-03-04,LJL,False,Rampage,DetonatioN FocusMe,Rampage,1583.3,1598.7,1685.2,1669.7
2017,2017-03-04,LPL,False,Oh My God,QG Reapers,QG Reapers,1510.0,1496.6,1470.6,1484.0
2017,2017-03-04,LMS,False,J Team,ahq eSports Club,ahq eSports Club,1599.0,1589.7,1679.9,1689.2
2017,2017-03-04,LCK,False,Jin Air Green Wings,ROX Tigers,Jin Air Green Wings,1437.4,1455.2,1620.3,1602.5
2017,2017-03-04,LJL,False,DetonatioN FocusMe,Rampage,Rampage,1669.7,1655.3,1598.7,1613.1
2017,2017-03-04,LCK,False,ROX Tigers,Jin Air Green Wings,ROX Tigers,1602.5,1609.7,1455.2,1448.0
2017,2017-03-04,EU LCS,False,Misfits Gaming,Origen,Misfits Gaming,1624.2,1630.4,1441.9,1435.7
2017,2017-03-04,EU LCS,False,Origen,Misfits Gaming,Misfits Gaming,1435.7,1429.8,1630.4,1636.3
2017,2017-03-04,CBLOL,False,paiN Gaming,RED Canids,paiN Gaming,1608.9,1621.0,1612.5,1600.4
2017,2017-03-04,EU LCS,False,Team ROCCAT,Unicorns of Love,Unicorns of Love,1399.8,1395.0,1639.1,1644.0
2017,2017-03-04,CBLOL,False,RED Canids,paiN Gaming,RED Canids,1600.4,1613.1,1621.0,1608.3
2017,2017-03-04,EU LCS,False,Unicorns of Love,Team ROCCAT,Unicorns of Love,1644.0,1648.6,1395.0,1390.4
2017,2017-03-04,CBLOL,False,INTZ,Operation Kino e-Sports,INTZ,1648.8,1655.6,1485.8,1479.0
2017,2017-03-04,NA LCS,False,FlyQuest,Team EnVyUs,FlyQuest,1518.1,1526.4,1407.8,1399.5
2017,2017-03-04,NA LCS,False,Echo Fox,Cloud9,Cloud9,1439.3,1432.8,1612.2,1618.7
2017,2017-03-04,CBLOL,False,Operation Kino e-Sports,INTZ,INTZ,1479.0,1472.7,1655.6,1661.9
2017,2017-03-04,NA LCS,False,Team EnVyUs,FlyQuest,Team EnVyUs,1399.5,1415.7,1526.4,1510.2
2017,2017-03-04,NA LCS,False,Cloud9,Echo Fox,Cloud9,1618.7,1624.8,1432.8,1426.7
2017,2017-03-04,NA LCS,False,FlyQuest,Team EnVyUs,FlyQuest,1510.2,1519.0,1415.7,1406.9
2017,2017-03-04,NA LCS,False,TSM,Counter Logic Gaming,TSM,1619.7,1629.5,1557.6,1547.7
2017,2017-03-04,NA LCS,False,Phoenix1,Dignitas,Phoenix1,1549.5,1558.6,1465.5,1456.3
2017,2017-03-04,NA LCS,False,Counter Logic Gaming,TSM,TSM,1547.7,1538.5,1629.5,1638.8
2017,2017-03-04,NA LCS,False,Dignitas,Phoenix1,Dignitas,1456.3,1471.8,1558.6,1543.2
2017,2017-03-05,NA LCS,False,Phoenix1,Dignitas,Phoenix1,1543.2,1552.7,1471.8,1462.2
2017,2017-03-05,LJL,False,Rampage,Rascal Jester,Rampage,1613.1,1620.1,1460.4,1453.4
2017,2017-03-05,LJL,False,Rascal Jester,Rampage,Rampage,1453.4,1446.8,1620.1,1626.8
2017,2017-03-05,LJL,False,DetonatioN FocusMe,Unsold Stuff Gaming,Unsold Stuff Gaming,1655.3,1641.4,1598.5,1612.4
2017,2017-03-05,LPL,False,Game Talents,LGD Gaming,Game Talents,1480.7,1495.6,1568.6,1553.6
2017,2017-03-05,LMS,False,Fireball,ahq eSports Club,ahq eSports Club,1425.7,1421.4,1689.2,1693.5
2017,2017-03-05,LCK,False,SK Telecom T1,KT Rolster,SK Telecom T1,1729.3,1739.9,1686.8,1676.3
2017,2017-03-05,LPL,False,LGD Gaming,Game Talents,LGD Gaming,1553.6,1563.6,1495.6,1485.6
2017,2017-03-05,LJL,False,Unsold Stuff Gaming,DetonatioN FocusMe,DetonatioN FocusMe,1612.4,1601.4,1641.4,1652.4
2017,2017-03-05,LCK,False,KT Rolster,SK Telecom T1,KT Rolster,1676.3,1690.5,1739.9,1725.7
2017,2017-03-05,LMS,False,Fireball,ahq eSports Club,ahq eSports Club,1421.4,1417.3,1693.5,1697.6
2017,2017-03-05,LPL,False,Game Talents,LGD Gaming,Game Talents,1485.6,1500.3,1563.6,1549.0
2017,2017-03-05,LJL,False,DetonatioN FocusMe,Unsold Stuff Gaming,Unsold Stuff Gaming,1652.4,1638.6,1601.4,1615.2
2017,2017-03-05,LCK,False,SK Telecom T1,KT Rolster,SK Telecom T1,1725.7,1736.5,1690.5,1679.7
2017,2017-03-05,LMS,False,Machi Esports,XGamers,Machi Esports,1543.9,1553.7,1479.7,1469.9
2017,2017-03-05,LPL,False,EDward Gaming,Royal Never Give Up,Royal Never Give Up,1668.4,1656.4,1667.2,1679.3
2017,2017-03-05,LJL,False,7th heaven,SCARZ,7th heaven,1520.1,1529.8,1452.6,1442.9
2017,2017-03-05,LPL,False,Royal Never Give Up,EDward Gaming,Royal Never Give Up,1679.3,1690.5,1656.4,1645.2
2017,2017-03-05,LMS,False,XGamers,Machi Esports,Machi Esports,1469.9,1460.7,1553.7,1562.9
2017,2017-03-05,LJL,False,SCARZ,7th heaven,7th heaven,1442.9,1433.8,1529.8,1538.8
2017,2017-03-05,LCK,False,DN SOOPers,Kongdoo Monster,DN SOOPers,1577.9,1585.8,1454.3,1446.4
2017,2017-03-05,LCK,False,Kongdoo Monster,DN SOOPers,Kongdoo Monster,1446.4,1462.9,1585.8,1569.2
2017,2017-03-05,LCK,False,DN SOOPers,Kongdoo Monster,DN SOOPers,1569.2,1577.7,1462.9,1454.5
2017,2017-03-05,CBLOL,False,KaBuM! Esports,Brave e-Sports,Brave e-Sports,1486.1,1472.3,1431.9,1445.8
2017,2017-03-05,CBLOL,False,Brave e-Sports,KaBuM! Esports,KaBuM! Esports,1445.8,1434.7,1472.3,1483.4
2017,2017-03-05,CBLOL,False,CNB e-Sports Club,Vivo Keyd,Vivo Keyd,1592.9,1580.3,1577.3,1589.8
2017,2017-03-05,NA LCS,False,Echo Fox,Team Liquid,Echo Fox,1426.7,1440.1,1467.4,1454.0
2017,2017-03-05,NA LCS,False,Dignitas,TSM,TSM,1462.2,1455.8,1638.8,1645.1
2017,2017-03-05,CBLOL,False,Vivo Keyd,CNB e-Sports Club,CNB e-Sports Club,1589.8,1577.5,1580.3,1592.6
2017,2017-03-05,NA LCS,False,Team Liquid,Echo Fox,Team Liquid,1454.0,1465.5,1440.1,1428.6
2017,2017-03-05,NA LCS,False,TSM,Dignitas,TSM,1645.1,1651.2,1455.8,1449.8
2017,2017-03-05,NA LCS,False,Cloud9,FlyQuest,Cloud9,1624.8,1633.3,1519.0,1510.6
2017,2017-03-05,NA LCS,False,Echo Fox,Team Liquid,Echo Fox,1428.6,1441.9,1465.5,1452.2
2017,2017-03-05,NA LCS,False,Immortals,Team EnVyUs,Immortals,1510.9,1519.4,1406.9,1398.4
2017,2017-03-05,NA LCS,False,FlyQuest,Cloud9,Cloud9,1510.6,1502.7,1633.3,1641.2
2017,2017-03-05,NA LCS,False,Team EnVyUs,Immortals,Team EnVyUs,1398.4,1414.4,1519.4,1503.3
2017,2017-03-06,NA LCS,False,Immortals,Team EnVyUs,Team EnVyUs,1503.3,1488.3,1414.4,1429.4
2017,2017-03-07,LCK,False,SK Telecom T1,Jin Air Green Wings,SK Telecom T1,1736.5,1740.3,1448.0,1444.2
2017,2017-03-07,LCK,False,Jin Air Green Wings,SK Telecom T1,SK Telecom T1,1444.2,1440.5,1740.3,1744.0
2017,2017-03-07,LCK,False,bbq Olivers,MVP,MVP,1515.8,1506.4,1591.8,1601.2
2017,2017-03-07,LCK,False,MVP,bbq Olivers,MVP,1601.2,1610.0,1506.4,1497.6
2017,2017-03-08,LCK,False,Samsung Galaxy,DN SOOPers,Samsung Galaxy,1686.5,1694.8,1577.7,1569.3
2017,2017-03-08,LCK,False,DN SOOPers,Samsung Galaxy,DN SOOPers,1569.3,1585.5,1694.8,1678.7
2017,2017-03-08,LCK,False,Samsung Galaxy,DN SOOPers,DN SOOPers,1678.7,1663.5,1585.5,1600.6
2017,2017-03-08,LCK,False,Kongdoo Monster,ROX Tigers,Kongdoo Monster,1454.5,1471.5,1609.7,1592.7
2017,2017-03-08,LCK,False,ROX Tigers,Kongdoo Monster,ROX Tigers,1592.7,1600.6,1471.5,1463.6
2017,2017-03-08,LCK,False,Kongdoo Monster,ROX Tigers,ROX Tigers,1463.6,1456.1,1600.6,1608.1
2017,2017-03-09,LCK,False,KT Rolster,bbq Olivers,KT Rolster,1679.7,1685.9,1497.6,1491.4
2017,2017-03-09,LCK,False,bbq Olivers,KT Rolster,KT Rolster,1491.4,1485.5,1685.9,1691.8
2017,2017-03-09,LPL,False,Vici Gaming,Oh My God,Oh My God,1494.9,1483.0,1496.6,1508.6
2017,2017-03-09,LCK,False,Jin Air Green Wings,Longzhu Gaming,Jin Air Green Wings,1440.5,1457.9,1610.3,1592.8
2017,2017-03-09,LPL,False,Oh My God,Vici Gaming,Oh My God,1508.6,1519.7,1483.0,1471.8
2017,2017-03-09,LPL,False,Newbee,Snake Esports,Newbee,1443.4,1457.4,1500.0,1486.1
2017,2017-03-09,LCK,False,Longzhu Gaming,Jin Air Green Wings,Jin Air Green Wings,1592.8,1576.4,1457.9,1474.4
2017,2017-03-09,LPL,False,Snake Esports,Newbee,Snake Esports,1486.1,1497.1,1457.4,1446.4
2017,2017-03-09,LPL,False,Newbee,Snake Esports,Snake Esports,1446.4,1436.1,1497.1,1507.4
2017,2017-03-09,EU LCS,False,Team Vitality,Giants Gaming,Giants Gaming,1515.9,1501.1,1432.3,1447.1
2017,2017-03-09,EU LCS,False,Giants Gaming,Team Vitality,Team Vitality,1447.1,1437.0,1501.1,1511.3
2017,2017-03-09,EU LCS,False,Giants Gaming,Team Vitality,Team Vitality,1437.0,1427.5,1511.3,1520.7
2017,2017-03-09,EU LCS,False,Team ROCCAT,Origen,Origen,1390.4,1379.7,1429.8,1440.4
2017,2017-03-09,EU LCS,False,Team ROCCAT,Origen,Team ROCCAT,1379.7,1393.8,1440.4,1426.3
2017,2017-03-09,EU LCS,False,Origen,Team ROCCAT,Team ROCCAT,1426.3,1413.2,1393.8,1406.9
2017,2017-03-10,LMS,False,Machi Esports,Hong Kong Esports,Machi Esports,1562.9,1573.0,1509.0,1498.8
2017,2017-03-10,LMS,False,Hong Kong Esports,Machi Esports,Hong Kong Esports,1498.8,1513.3,1573.0,1558.5
2017,2017-03-10,LPL,False,QG Reapers,I May,QG Reapers,1484.0,1499.4,1585.7,1570.3
2017,2017-03-10,LMS,False,Machi Esports,Hong Kong Esports,Machi Esports,1558.5,1569.0,1513.3,1502.9
2017,2017-03-10,LJL,False,SCARZ,DetonatioN FocusMe,DetonatioN FocusMe,1433.8,1428.2,1638.6,1644.3
2017,2017-03-10,LPL,False,QG Reapers,I May,I May,1499.4,1489.8,1570.3,1579.9
2017,2017-03-10,LMS,False,Flash Wolves,XGamers,Flash Wolves,1741.5,1745.5,1460.7,1456.7
2017,2017-03-10,LPL,False,QG Reapers,I May,I May,1489.8,1480.9,1579.9,1588.8
