year,date,league,cross_region,team_a,team_b,winner,a_before,a_after,b_before,b_after
2014,2014-01-14,EU LCS,False,Fnatic,Gambit Gaming,Fnatic,1500.0,1512.0,1500.0,1488.0
2014,2014-01-14,EU LCS,False,Copenhagen Wolves,Alliance,Copenhagen Wolves,1500.0,1512.0,1500.0,1488.0
2014,2014-01-14,EU LCS,False,Alliance,Fnatic,Fnatic,1488.0,1476.8,1512.0,1523.2
2014,2014-01-14,EU LCS,False,Gambit Gaming,Copenhagen Wolves,Gambit Gaming,1488.0,1500.8,1512.0,1499.2
2014,2014-01-14,EU LCS,False,SK Gaming,Millenium,Millenium,1500.0,1488.0,1500.0,1512.0
2014,2014-01-15,EU LCS,False,SUPA HOT CREW,Alliance,SUPA HOT CREW,1500.0,1511.2,1476.8,1465.6
2014,2014-01-15,EU LCS,False,Fnatic,SK Gaming,Fnatic,1523.2,1534.0,1488.0,1477.2
2014,2014-01-15,EU LCS,False,Copenhagen Wolves,SK Gaming,SK Gaming,1499.2,1486.4,1477.2,1490.0
2014,2014-01-15,EU LCS,False,Team ROCCAT,Millenium,Team ROCCAT,1500.0,1512.4,1512.0,1499.6
2014,2014-01-16,EU LCS,False,SK Gaming,SUPA HOT CREW,SK Gaming,1490.0,1502.7,1511.2,1498.5
2014,2014-01-16,EU LCS,False,Gambit Gaming,SUPA HOT CREW,Gambit Gaming,1500.8,1512.7,1498.5,1486.5
2014,2014-01-16,EU LCS,False,Alliance,Team ROCCAT,Team ROCCAT,1465.6,1455.2,1512.4,1522.8
2014,2014-01-17,NA LCS,False,Cloud9,TSM,Cloud9,1500.0,1512.0,1500.0,1488.0
2014,2014-01-17,NA LCS,False,Evil Geniuses,XDG Gaming,XDG Gaming,1500.0,1488.0,1500.0,1512.0
2014,2014-01-17,NA LCS,False,Team Curse,Team Coast,Team Curse,1500.0,1512.0,1500.0,1488.0
2014,2014-01-17,NA LCS,False,XDG Gaming,Cloud9,Cloud9,1512.0,1500.0,1512.0,1524.0
2014,2014-01-18,NA LCS,False,TSM,Evil Geniuses,TSM,1488.0,1500.0,1488.0,1476.0
2014,2014-01-18,NA LCS,False,Counter Logic Gaming,Dignitas,Counter Logic Gaming,1500.0,1512.0,1500.0,1488.0
2014,2014-01-18,NA LCS,False,Team Curse,XDG Gaming,Team Curse,1512.0,1523.6,1500.0,1488.4
2014,2014-01-18,NA LCS,False,Cloud9,Counter Logic Gaming,Cloud9,1524.0,1535.6,1512.0,1500.4
2014,2014-01-18,NA LCS,False,Dignitas,TSM,TSM,1488.0,1476.4,1500.0,1511.6
2014,2014-01-18,NA LCS,False,Evil Geniuses,Counter Logic Gaming,Evil Geniuses,1476.0,1488.8,1500.4,1487.6
2014,2014-01-18,NA LCS,False,Team Coast,Dignitas,Dignitas,1488.0,1475.6,1476.4,1488.8
2014,2014-01-19,NA LCS,False,Counter Logic Gaming,Team Curse,Counter Logic Gaming,1487.6,1500.8,1523.6,1510.3
2014,2014-01-19,NA LCS,False,Dignitas,Cloud9,Dignitas,1488.8,1502.4,1535.6,1522.0
2014,2014-01-19,NA LCS,False,Team Coast,Evil Geniuses,Team Coast,1475.6,1488.1,1488.8,1476.4
2014,2014-01-19,NA LCS,False,TSM,Team Curse,TSM,1511.6,1523.5,1510.3,1498.4
2014,2014-01-19,NA LCS,False,XDG Gaming,Team Coast,Team Coast,1488.4,1476.4,1488.1,1500.1
2014,2014-01-23,EU LCS,False,Millenium,Alliance,Alliance,1499.6,1486.1,1455.2,1468.8
2014,2014-01-23,EU LCS,False,Team ROCCAT,SUPA HOT CREW,Team ROCCAT,1522.8,1533.6,1486.5,1475.8
2014,2014-01-23,EU LCS,False,Copenhagen Wolves,Millenium,Copenhagen Wolves,1486.4,1498.4,1486.1,1474.1
2014,2014-01-23,EU LCS,False,Gambit Gaming,SK Gaming,Gambit Gaming,1512.7,1524.4,1502.7,1491.0
2014,2014-01-24,EU LCS,False,Alliance,Copenhagen Wolves,Alliance,1468.8,1481.8,1498.4,1485.4
2014,2014-01-24,EU LCS,False,Team ROCCAT,Gambit Gaming,Team ROCCAT,1533.6,1545.2,1524.4,1512.7
2014,2014-01-24,EU LCS,False,Fnatic,SUPA HOT CREW,Fnatic,1534.0,1544.0,1475.8,1465.8
2014,2014-01-24,EU LCS,False,Millenium,SK Gaming,Millenium,1474.1,1486.7,1491.0,1478.5
2014,2014-01-25,NA LCS,False,Dignitas,XDG Gaming,Dignitas,1502.4,1513.5,1476.4,1465.3
2014,2014-01-25,NA LCS,False,Team Coast,Team Curse,Team Curse,1500.1,1488.0,1498.4,1510.4
2014,2014-01-25,NA LCS,False,Evil Geniuses,Dignitas,Dignitas,1476.4,1465.7,1513.5,1524.2
2014,2014-01-25,NA LCS,False,TSM,Counter Logic Gaming,TSM,1523.5,1534.8,1500.8,1489.6
2014,2014-01-26,NA LCS,False,XDG Gaming,Evil Geniuses,Evil Geniuses,1465.3,1453.3,1465.7,1477.7
2014,2014-01-26,NA LCS,False,Team Coast,TSM,TSM,1488.0,1477.6,1534.8,1545.2
2014,2014-01-26,NA LCS,False,Cloud9,Team Curse,Cloud9,1522.0,1533.6,1510.4,1498.8
2014,2014-01-26,NA LCS,False,Dignitas,Counter Logic Gaming,Dignitas,1524.2,1535.1,1489.6,1478.8
2014,2014-01-30,EU LCS,False,Gambit Gaming,Alliance,Gambit Gaming,1512.7,1523.6,1481.8,1470.8
2014,2014-01-30,EU LCS,False,Team ROCCAT,Fnatic,Fnatic,1545.2,1533.2,1544.0,1556.0
2014,2014-01-30,EU LCS,False,SUPA HOT CREW,SK Gaming,SUPA HOT CREW,1465.8,1478.2,1478.5,1466.0
2014,2014-01-30,EU LCS,False,Copenhagen Wolves,Fnatic,Fnatic,1485.4,1475.8,1556.0,1565.6
2014,2014-01-31,EU LCS,False,Alliance,SK Gaming,SK Gaming,1470.8,1458.7,1466.0,1478.2
2014,2014-01-31,EU LCS,False,SUPA HOT CREW,Copenhagen Wolves,SUPA HOT CREW,1478.2,1490.1,1475.8,1463.9
2014,2014-01-31,EU LCS,False,SK Gaming,Team ROCCAT,SK Gaming,1478.2,1492.1,1533.2,1519.3
2014,2014-01-31,EU LCS,False,Gambit Gaming,Fnatic,Gambit Gaming,1523.6,1537.1,1565.6,1552.2
2014,2014-02-01,NA LCS,False,TSM,XDG Gaming,TSM,1545.2,1554.1,1453.3,1444.4
2014,2014-02-01,NA LCS,False,Team Coast,Cloud9,Cloud9,1477.6,1467.5,1533.6,1543.7
2014,2014-02-01,NA LCS,False,Team Curse,Counter Logic Gaming,Counter Logic Gaming,1498.8,1486.2,1478.8,1491.5
2014,2014-02-01,NA LCS,False,Evil Geniuses,Cloud9,Cloud9,1477.7,1467.9,1543.7,1553.4
2014,2014-02-02,NA LCS,False,XDG Gaming,Counter Logic Gaming,XDG Gaming,1444.4,1458.0,1491.5,1477.9
2014,2014-02-02,NA LCS,False,Team Curse,Evil Geniuses,Evil Geniuses,1486.2,1473.5,1467.9,1480.5
2014,2014-02-02,NA LCS,False,Counter Logic Gaming,Team Coast,Counter Logic Gaming,1477.9,1489.5,1467.5,1455.9
2014,2014-02-02,NA LCS,False,TSM,Cloud9,TSM,1554.1,1566.0,1553.4,1541.4
2014,2014-02-06,EU LCS,False,Fnatic,Alliance,Alliance,1552.2,1537.0,1458.7,1473.8
2014,2014-02-06,EU LCS,False,Millenium,Team ROCCAT,Team ROCCAT,1486.7,1475.8,1519.3,1530.2
2014,2014-02-06,EU LCS,False,Copenhagen Wolves,Gambit Gaming,Gambit Gaming,1463.9,1454.4,1537.1,1546.6
2014,2014-02-06,EU LCS,False,SUPA HOT CREW,Millenium,Millenium,1490.1,1477.6,1475.8,1488.3
2014,2014-02-07,EU LCS,False,SK Gaming,Copenhagen Wolves,Copenhagen Wolves,1492.1,1478.8,1454.4,1467.7
2014,2014-02-07,EU LCS,False,SUPA HOT CREW,Gambit Gaming,SUPA HOT CREW,1477.6,1492.0,1546.6,1532.2
2014,2014-02-07,EU LCS,False,Fnatic,Team ROCCAT,Team ROCCAT,1537.0,1524.8,1530.2,1542.4
2014,2014-02-07,EU LCS,False,Alliance,Millenium,Alliance,1473.8,1486.3,1488.3,1475.8
2014,2014-02-08,NA LCS,False,Cloud9,XDG Gaming,Cloud9,1541.4,1550.6,1458.0,1448.9
2014,2014-02-08,NA LCS,False,Dignitas,Team Coast,Dignitas,1535.1,1544.4,1455.9,1446.6
2014,2014-02-08,NA LCS,False,Evil Geniuses,TSM,TSM,1480.5,1471.4,1566.0,1575.1
2014,2014-02-08,NA LCS,False,Team Curse,Dignitas,Team Curse,1473.5,1487.9,1544.4,1530.0
2014,2014-02-09,NA LCS,False,Counter Logic Gaming,Evil Geniuses,Counter Logic Gaming,1489.5,1500.9,1471.4,1460.1
2014,2014-02-09,NA LCS,False,Team Curse,TSM,TSM,1487.9,1478.9,1575.1,1584.2
2014,2014-02-09,NA LCS,False,Cloud9,Team Coast,Cloud9,1550.6,1559.1,1446.6,1438.1
2014,2014-02-09,NA LCS,False,XDG Gaming,Dignitas,XDG Gaming,1448.9,1463.6,1530.0,1515.2
2014,2014-02-13,EU LCS,False,SK Gaming,Fnatic,SK Gaming,1478.8,1492.4,1524.8,1511.2
2014,2014-02-13,EU LCS,False,Copenhagen Wolves,SUPA HOT CREW,SUPA HOT CREW,1467.7,1456.5,1492.0,1503.2
2014,2014-02-13,EU LCS,False,Team ROCCAT,Alliance,Team ROCCAT,1542.4,1552.5,1486.3,1476.3
2014,2014-02-13,EU LCS,False,Gambit Gaming,Millenium,Gambit Gaming,1532.2,1542.3,1475.8,1465.7
2014,2014-02-14,EU LCS,False,Alliance,SUPA HOT CREW,SUPA HOT CREW,1476.3,1465.2,1503.2,1514.2
2014,2014-02-14,EU LCS,False,Fnatic,Millenium,Millenium,1511.2,1497.6,1465.7,1479.3
2014,2014-02-14,EU LCS,False,Copenhagen Wolves,Team ROCCAT,Team ROCCAT,1456.5,1447.7,1552.5,1561.3
2014,2014-02-14,EU LCS,False,SK Gaming,Gambit Gaming,SK Gaming,1492.4,1506.1,1542.3,1528.6
2014,2014-02-15,NA LCS,False,Counter Logic Gaming,Cloud9,Counter Logic Gaming,1500.9,1514.9,1559.1,1545.1
2014,2014-02-15,NA LCS,False,Evil Geniuses,Team Curse,Evil Geniuses,1460.1,1472.7,1478.9,1466.2
2014,2014-02-15,NA LCS,False,Team Coast,XDG Gaming,Team Coast,1438.1,1450.9,1463.6,1450.7
2014,2014-02-15,NA LCS,False,TSM,Dignitas,TSM,1584.2,1593.8,1515.2,1505.6
2014,2014-02-16,NA LCS,False,XDG Gaming,Team Curse,Team Curse,1450.7,1439.3,1466.2,1477.7
2014,2014-02-16,NA LCS,False,Cloud9,Dignitas,Cloud9,1545.1,1555.8,1505.6,1494.9
2014,2014-02-16,NA LCS,False,Evil Geniuses,Team Coast,Team Coast,1472.7,1460.0,1450.9,1463.7
2014,2014-02-16,NA LCS,False,Counter Logic Gaming,TSM,TSM,1514.9,1505.6,1593.8,1603.2
2014,2014-02-20,EU LCS,False,Millenium,Copenhagen Wolves,Copenhagen Wolves,1479.3,1466.2,1447.7,1460.8
2014,2014-02-20,EU LCS,False,Gambit Gaming,Team ROCCAT,Team ROCCAT,1528.6,1517.7,1561.3,1572.1
2014,2014-02-20,EU LCS,False,SUPA HOT CREW,Fnatic,SUPA HOT CREW,1514.2,1525.7,1497.6,1486.2
2014,2014-02-20,EU LCS,False,SK Gaming,Alliance,Alliance,1506.1,1492.7,1465.2,1478.6
2014,2014-02-21,EU LCS,False,Fnatic,Copenhagen Wolves,Copenhagen Wolves,1486.2,1473.3,1460.8,1473.7
2014,2014-02-21,EU LCS,False,Gambit Gaming,SUPA HOT CREW,Gambit Gaming,1517.7,1530.0,1525.7,1513.4
2014,2014-02-21,EU LCS,False,Team ROCCAT,SK Gaming,SK Gaming,1572.1,1557.4,1492.7,1507.4
2014,2014-02-21,EU LCS,False,Millenium,Alliance,Millenium,1466.2,1478.6,1478.6,1466.2
2014,2014-02-22,NA LCS,False,Dignitas,Evil Geniuses,Evil Geniuses,1494.9,1481.7,1460.0,1473.2
2014,2014-02-22,NA LCS,False,TSM,Team Coast,Team Coast,1603.2,1586.6,1463.7,1480.3
2014,2014-02-22,NA LCS,False,Team Curse,Cloud9,Cloud9,1477.7,1468.4,1555.8,1565.1
2014,2014-02-22,NA LCS,False,Counter Logic Gaming,XDG Gaming,Counter Logic Gaming,1505.6,1515.3,1439.3,1429.5
2014,2014-02-23,NA LCS,False,Cloud9,Evil Geniuses,Cloud9,1565.1,1574.0,1473.2,1464.3
2014,2014-02-23,NA LCS,False,TSM,Team Curse,TSM,1586.6,1594.6,1468.4,1460.3
2014,2014-02-23,NA LCS,False,Team Coast,Counter Logic Gaming,Counter Logic Gaming,1480.3,1469.5,1515.3,1526.1
2014,2014-02-23,NA LCS,False,Dignitas,XDG Gaming,Dignitas,1481.7,1491.9,1429.5,1419.3
2014,2014-02-27,EU LCS,False,Alliance,Fnatic,Alliance,1466.2,1478.4,1473.3,1461.1
2014,2014-02-27,EU LCS,False,SK Gaming,SUPA HOT CREW,SK Gaming,1507.4,1519.6,1513.4,1501.2
2014,2014-02-27,EU LCS,False,Millenium,Gambit Gaming,Gambit Gaming,1478.6,1468.4,1530.0,1540.2
2014,2014-02-27,EU LCS,False,Team ROCCAT,Copenhagen Wolves,Copenhagen Wolves,1557.4,1542.6,1473.7,1488.5
2014,2014-02-28,EU LCS,False,Fnatic,Gambit Gaming,Fnatic,1461.1,1475.8,1540.2,1525.6
2014,2014-02-28,EU LCS,False,Copenhagen Wolves,Millenium,Copenhagen Wolves,1488.5,1499.8,1468.4,1457.1
2014,2014-02-28,EU LCS,False,Alliance,SK Gaming,SK Gaming,1478.4,1467.8,1519.6,1530.2
2014,2014-02-28,EU LCS,False,SUPA HOT CREW,Team ROCCAT,SUPA HOT CREW,1501.2,1514.6,1542.6,1529.2
2014,2014-03-01,NA LCS,False,XDG Gaming,Cloud9,XDG Gaming,1419.3,1436.3,1574.0,1557.0
2014,2014-03-01,NA LCS,False,Counter Logic Gaming,Team Curse,Counter Logic Gaming,1526.1,1535.8,1460.3,1450.5
2014,2014-03-01,NA LCS,False,Dignitas,TSM,TSM,1491.9,1483.4,1594.6,1603.2
2014,2014-03-01,NA LCS,False,Team Coast,Evil Geniuses,Team Coast,1469.5,1481.3,1464.3,1452.4
2014,2014-03-02,NA LCS,False,Cloud9,TSM,Cloud9,1557.0,1570.6,1603.2,1589.6
2014,2014-03-02,NA LCS,False,Evil Geniuses,Dignitas,Dignitas,1452.4,1441.5,1483.4,1494.3
2014,2014-03-02,NA LCS,False,XDG Gaming,Counter Logic Gaming,Counter Logic Gaming,1436.3,1427.7,1535.8,1544.5
2014,2014-03-02,NA LCS,False,Team Curse,Team Coast,Team Coast,1450.5,1439.6,1481.3,1492.2
2014,2014-03-04,EU LCS,False,Copenhagen Wolves,Fnatic,Copenhagen Wolves,1499.8,1511.0,1475.8,1464.6
2014,2014-03-04,EU LCS,False,Team ROCCAT,Gambit Gaming,Team ROCCAT,1529.2,1541.1,1525.6,1513.7
2014,2014-03-04,EU LCS,False,SK Gaming,Millenium,SK Gaming,1530.2,1539.7,1457.1,1447.6
2014,2014-03-04,EU LCS,False,SUPA HOT CREW,Alliance,Alliance,1514.6,1501.0,1467.8,1481.4
2014,2014-03-04,EU LCS,False,Team ROCCAT,Millenium,Millenium,1541.1,1525.9,1447.6,1462.7
2014,2014-03-05,EU LCS,False,Gambit Gaming,SK Gaming,Gambit Gaming,1513.7,1526.6,1539.7,1526.8
2014,2014-03-05,EU LCS,False,Copenhagen Wolves,Alliance,Alliance,1511.0,1498.0,1481.4,1494.4
2014,2014-03-05,EU LCS,False,Fnatic,SUPA HOT CREW,Fnatic,1464.6,1477.9,1501.0,1487.7
2014,2014-03-05,EU LCS,False,Gambit Gaming,Copenhagen Wolves,Gambit Gaming,1526.6,1537.6,1498.0,1487.0
2014,2014-03-05,EU LCS,False,Alliance,Team ROCCAT,Alliance,1494.4,1507.5,1525.9,1512.8
2014,2014-03-05,EU LCS,False,Millenium,Fnatic,Fnatic,1462.7,1451.2,1477.9,1489.3
2014,2014-03-06,EU LCS,False,Alliance,Gambit Gaming,Alliance,1507.5,1520.6,1537.6,1524.6
2014,2014-03-06,EU LCS,False,SK Gaming,Team ROCCAT,SK Gaming,1526.8,1538.3,1512.8,1501.3
2014,2014-03-06,EU LCS,False,Millenium,SUPA HOT CREW,Millenium,1451.2,1464.5,1487.7,1474.5
2014,2014-03-06,EU LCS,False,Fnatic,SK Gaming,SK Gaming,1489.3,1479.0,1538.3,1548.6
2014,2014-03-06,EU LCS,False,SUPA HOT CREW,Copenhagen Wolves,Copenhagen Wolves,1474.5,1462.9,1487.0,1498.5
2014,2014-03-07,NA LCS,False,Evil Geniuses,Cloud9,Cloud9,1441.5,1433.8,1570.6,1578.3
2014,2014-03-07,NA LCS,False,Team Coast,TSM,TSM,1492.2,1483.5,1589.6,1598.3
2014,2014-03-07,NA LCS,False,Counter Logic Gaming,Dignitas,Counter Logic Gaming,1544.5,1554.8,1494.3,1484.0
2014,2014-03-07,NA LCS,False,Team Curse,XDG Gaming,Team Curse,1439.6,1451.2,1427.7,1416.1
2014,2014-03-08,NA LCS,False,Team Coast,Dignitas,Dignitas,1483.5,1471.5,1484.0,1496.0
2014,2014-03-08,NA LCS,False,TSM,Counter Logic Gaming,TSM,1598.3,1608.8,1554.8,1544.3
2014,2014-03-08,NA LCS,False,Evil Geniuses,XDG Gaming,Evil Geniuses,1433.8,1445.2,1416.1,1404.7
2014,2014-03-08,NA LCS,False,Cloud9,Team Curse,Cloud9,1578.3,1586.1,1451.2,1443.4
2014,2014-03-08,NA LCS,False,TSM,Evil Geniuses,TSM,1608.8,1615.6,1445.2,1438.4
2014,2014-03-09,NA LCS,False,XDG Gaming,Team Coast,XDG Gaming,1404.7,1419.0,1471.5,1457.3
2014,2014-03-09,NA LCS,False,Dignitas,Cloud9,Cloud9,1496.0,1487.1,1586.1,1595.1
2014,2014-03-09,NA LCS,False,XDG Gaming,TSM,TSM,1419.0,1413.1,1615.6,1621.4
2014,2014-03-09,NA LCS,False,Counter Logic Gaming,Team Coast,Counter Logic Gaming,1544.3,1553.3,1457.3,1448.2
2014,2014-03-09,NA LCS,False,Dignitas,Team Curse,Team Curse,1487.1,1473.6,1443.4,1456.9
2014,2014-03-09,NA LCS,False,Cloud9,Counter Logic Gaming,Cloud9,1595.1,1605.6,1553.3,1542.8
2014,2014-03-09,NA LCS,False,Team Curse,Evil Geniuses,Team Curse,1456.9,1468.2,1438.4,1427.1
2014,2014-03-20,EU LCS,False,Gambit Gaming,Alliance,Alliance,1524.6,1512.4,1520.6,1532.7
2014,2014-03-20,EU LCS,False,SUPA HOT CREW,Millenium,SUPA HOT CREW,1462.9,1475.0,1464.5,1452.4
2014,2014-03-20,EU LCS,False,Team ROCCAT,Fnatic,Fnatic,1501.3,1488.5,1479.0,1491.8
2014,2014-03-20,EU LCS,False,Copenhagen Wolves,SK Gaming,SK Gaming,1498.5,1488.3,1548.6,1558.9
2014,2014-03-21,EU LCS,False,Gambit Gaming,Millenium,Gambit Gaming,1512.4,1522.4,1452.4,1442.5
2014,2014-03-21,EU LCS,False,Team ROCCAT,SK Gaming,Team ROCCAT,1488.5,1502.9,1558.9,1544.5
2014,2014-03-21,EU LCS,False,Alliance,SUPA HOT CREW,Alliance,1532.7,1542.7,1475.0,1464.9
2014,2014-03-21,EU LCS,False,Fnatic,Copenhagen Wolves,Fnatic,1491.8,1503.7,1488.3,1476.4
2014,2014-03-22,NA LCS,False,TSM,XDG Gaming,TSM,1621.4,1627.0,1413.1,1407.6
2014,2014-03-22,NA LCS,False,Team Curse,Dignitas,Team Curse,1468.2,1480.4,1473.6,1461.4
2014,2014-03-22,NA LCS,False,Team Coast,Cloud9,Cloud9,1448.2,1441.3,1605.6,1612.5
2014,2014-03-22,NA LCS,False,Evil Geniuses,Counter Logic Gaming,Counter Logic Gaming,1427.1,1418.9,1542.8,1550.9
2014,2014-03-23,NA LCS,False,TSM,Dignitas,TSM,1627.0,1633.7,1461.4,1454.7
2014,2014-03-23,NA LCS,False,Team Coast,Counter Logic Gaming,Counter Logic Gaming,1441.3,1433.0,1550.9,1559.2
2014,2014-03-23,NA LCS,False,XDG Gaming,Team Curse,XDG Gaming,1407.6,1422.0,1480.4,1466.0
2014,2014-03-23,NA LCS,False,Cloud9,Evil Geniuses,Cloud9,1612.5,1618.5,1418.9,1413.0
2014,2014-03-27,EU LCS,False,Millenium,Copenhagen Wolves,Copenhagen Wolves,1442.5,1431.7,1476.4,1487.2
2014,2014-03-27,EU LCS,False,Team ROCCAT,Alliance,Alliance,1502.9,1492.3,1542.7,1553.4
2014,2014-03-27,EU LCS,False,SUPA HOT CREW,Fnatic,Fnatic,1464.9,1454.3,1503.7,1514.3
2014,2014-03-28,EU LCS,False,SK Gaming,Alliance,Alliance,1544.5,1532.8,1553.4,1565.1
2014,2014-03-28,EU LCS,False,SUPA HOT CREW,Gambit Gaming,SUPA HOT CREW,1454.3,1468.6,1522.4,1508.0
2014,2014-03-28,EU LCS,False,Fnatic,Millenium,Fnatic,1514.3,1523.5,1431.7,1422.5
2014,2014-03-28,EU LCS,False,Copenhagen Wolves,Team ROCCAT,Team ROCCAT,1487.2,1475.4,1492.3,1504.1
2014,2014-03-28,EU LCS,False,SK Gaming,Gambit Gaming,SK Gaming,1532.8,1543.9,1508.0,1496.9
2014,2014-03-29,NA LCS,False,Dignitas,Evil Geniuses,Dignitas,1454.7,1465.3,1413.0,1402.4
2014,2014-03-29,NA LCS,False,Counter Logic Gaming,TSM,Counter Logic Gaming,1559.2,1573.8,1633.7,1619.1
2014,2014-03-29,NA LCS,False,Team Coast,XDG Gaming,Team Coast,1433.0,1444.6,1422.0,1410.4
2014,2014-03-29,NA LCS,False,Team Curse,Cloud9,Cloud9,1466.0,1458.9,1618.5,1625.5
2014,2014-03-30,NA LCS,False,Counter Logic Gaming,XDG Gaming,Counter Logic Gaming,1573.8,1580.5,1410.4,1403.7
2014,2014-03-30,NA LCS,False,Team Curse,TSM,TSM,1458.9,1452.1,1619.1,1626.0
2014,2014-03-30,NA LCS,False,Cloud9,Dignitas,Cloud9,1625.5,1632.3,1465.3,1458.4
2014,2014-03-30,NA LCS,False,Evil Geniuses,Team Coast,Team Coast,1402.4,1391.9,1444.6,1455.1
2014,2014-04-01,EU LCS,False,Fnatic,Alliance,Fnatic,1523.5,1537.0,1565.1,1551.6
2014,2014-04-01,EU LCS,False,Team ROCCAT,SUPA HOT CREW,Team ROCCAT,1504.1,1514.9,1468.6,1457.8
2014,2014-04-01,EU LCS,False,SK Gaming,Fnatic,SK Gaming,1543.9,1555.7,1537.0,1525.2
2014,2014-04-01,EU LCS,False,Millenium,SUPA HOT CREW,Millenium,1422.5,1435.7,1457.8,1444.6
2014,2014-04-01,EU LCS,False,Copenhagen Wolves,Gambit Gaming,Copenhagen Wolves,1475.4,1488.1,1496.9,1484.2
2014,2014-04-02,EU LCS,False,Alliance,Millenium,Millenium,1551.6,1535.8,1435.7,1451.5
2014,2014-04-02,EU LCS,False,Gambit Gaming,Team ROCCAT,Gambit Gaming,1484.2,1497.2,1514.9,1501.8
2014,2014-04-02,EU LCS,False,SUPA HOT CREW,SK Gaming,SK Gaming,1444.6,1436.3,1555.7,1564.0
2014,2014-04-02,EU LCS,False,Millenium,Team ROCCAT,Team ROCCAT,1451.5,1441.3,1501.8,1512.1
2014,2014-04-02,EU LCS,False,SK Gaming,Copenhagen Wolves,SK Gaming,1564.0,1573.4,1488.1,1478.7
2014,2014-04-02,EU LCS,False,Gambit Gaming,Fnatic,Fnatic,1497.2,1486.2,1525.2,1536.2
2014,2014-04-03,EU LCS,False,Millenium,SK Gaming,SK Gaming,1441.3,1433.6,1573.4,1581.1
2014,2014-04-03,EU LCS,False,Copenhagen Wolves,SUPA HOT CREW,Copenhagen Wolves,1478.7,1489.3,1436.3,1425.8
2014,2014-04-03,EU LCS,False,Alliance,Gambit Gaming,Alliance,1535.8,1546.1,1486.2,1475.9
2014,2014-04-03,EU LCS,False,Fnatic,Team ROCCAT,Fnatic,1536.2,1547.4,1512.1,1501.0
2014,2014-04-03,EU LCS,False,Alliance,Copenhagen Wolves,Alliance,1546.1,1556.1,1489.3,1479.2
2014,2014-04-04,NA LCS,False,Cloud9,XDG Gaming,Cloud9,1632.3,1637.4,1403.7,1398.6
2014,2014-04-04,NA LCS,False,Team Coast,Team Curse,Team Curse,1455.1,1443.0,1452.1,1464.2
2014,2014-04-04,NA LCS,False,Counter Logic Gaming,Cloud9,Cloud9,1580.5,1570.5,1637.4,1647.5
2014,2014-04-04,NA LCS,False,Dignitas,Team Curse,Dignitas,1458.4,1470.6,1464.2,1452.0
2014,2014-04-04,NA LCS,False,Evil Geniuses,TSM,TSM,1391.9,1386.9,1626.0,1630.9
2014,2014-04-05,NA LCS,False,XDG Gaming,Dignitas,Dignitas,1398.6,1389.1,1470.6,1480.2
2014,2014-04-05,NA LCS,False,TSM,Team Coast,TSM,1630.9,1637.0,1443.0,1436.9
2014,2014-04-05,NA LCS,False,Team Curse,Counter Logic Gaming,Team Curse,1452.0,1467.9,1570.5,1554.5
2014,2014-04-05,NA LCS,False,Dignitas,Team Coast,Team Coast,1480.2,1466.7,1436.9,1450.4
2014,2014-04-05,NA LCS,False,Counter Logic Gaming,Evil Geniuses,Counter Logic Gaming,1554.5,1561.1,1386.9,1380.3
2014,2014-04-06,NA LCS,False,TSM,Cloud9,Cloud9,1637.0,1625.3,1647.5,1659.1
2014,2014-04-06,NA LCS,False,Dignitas,Counter Logic Gaming,Counter Logic Gaming,1466.7,1457.9,1561.1,1570.0
2014,2014-04-06,NA LCS,False,Evil Geniuses,Team Curse,Evil Geniuses,1380.3,1395.3,1467.9,1453.0
2014,2014-04-06,NA LCS,False,XDG Gaming,TSM,XDG Gaming,1389.1,1408.2,1625.3,1606.2
2014,2014-04-06,NA LCS,False,Cloud9,Team Coast,Cloud9,1659.1,1664.7,1450.4,1444.9
2014,2014-04-06,NA LCS,False,XDG Gaming,Evil Geniuses,Evil Geniuses,1408.2,1395.7,1395.3,1407.7
2014,2014-04-15,EU LCS,False,Alliance,Copenhagen Wolves,Copenhagen Wolves,1556.1,1541.5,1479.2,1493.8
2014,2014-04-15,EU LCS,False,Copenhagen Wolves,Alliance,Alliance,1493.8,1483.5,1541.5,1551.9
2014,2014-04-15,EU LCS,False,Alliance,Copenhagen Wolves,Alliance,1551.9,1561.5,1483.5,1473.8
2014,2014-04-15,EU LCS,False,Team ROCCAT,Gambit Gaming,Team ROCCAT,1501.0,1512.1,1475.9,1464.7
2014,2014-04-15,EU LCS,False,Gambit Gaming,Team ROCCAT,Team ROCCAT,1464.7,1454.4,1512.1,1522.5
2014,2014-04-16,EU LCS,False,Fnatic,Alliance,Fnatic,1547.4,1559.9,1561.5,1549.0
2014,2014-04-16,EU LCS,False,Alliance,Fnatic,Alliance,1549.0,1561.4,1559.9,1547.5
2014,2014-04-16,EU LCS,False,Fnatic,Alliance,Fnatic,1547.5,1560.0,1561.4,1548.9
2014,2014-04-16,EU LCS,False,SK Gaming,Team ROCCAT,Team ROCCAT,1581.1,1567.1,1522.5,1536.5
2014,2014-04-16,EU LCS,False,Team ROCCAT,SK Gaming,SK Gaming,1536.5,1525.5,1567.1,1578.0
2014,2014-04-16,EU LCS,False,SK Gaming,Team ROCCAT,SK Gaming,1578.0,1588.2,1525.5,1515.3
2014,2014-04-16,EU LCS,False,Gambit Gaming,Copenhagen Wolves,Copenhagen Wolves,1454.4,1443.0,1473.8,1485.1
